image_id,candidate,PixCorr,SSIM,AlexNet2,AlexNet5,Inception,CLIP_identification,CLIP_cosine,EfficientNet,SwAV
95,0,0.12125676896669692,0.5847259275234356,83.96793587174348,97.59519038076152,91.38276553106212,97.1943887775551,0.8214823007583618,0.5715320349279286,0.3562532336990455
95,1,-0.1548098355540609,0.5808847091738407,94.98997995991984,97.79559118236473,96.19238476953907,96.59318637274549,0.8262168169021606,0.5685018493355087,0.25826906637644587
204,0,-0.0538778390573225,0.13120147383174405,98.59719438877755,100.0,98.59719438877755,97.79559118236473,0.5830915570259094,0.7834766349444175,0.3199007259524477
204,1,-0.08105341799859325,0.1690570897692892,58.31663326653307,87.17434869739479,92.38476953907816,88.17635270541082,0.535560131072998,0.9804634822998269,0.5507668367003773
318,0,-0.18058381966643866,0.3551735574002333,12.625250501002002,45.89178356713427,89.57915831663327,98.99799599198397,0.6363630294799805,0.9821065635797418,0.5733652383025982
318,1,0.1088038468879828,0.43362756000811564,36.07214428857716,60.72144288577155,76.35270541082164,94.58917835671342,0.5930114984512329,0.9984703234132273,0.5473946239901574
356,0,-0.06882597812284832,0.310602300752045,95.19038076152304,96.9939879759519,34.66933867735471,93.9879759519038,0.6053445935249329,0.9765548553280965,0.5459997321403621
356,1,0.10473894533848405,0.24771481129089098,85.77154308617234,97.99599198396794,99.39879759519037,97.59519038076152,0.6385431289672852,0.8813508928160778,0.4936615031950151
425,0,-0.1100733458429334,0.1546636349131363,100.0,98.99799599198397,83.56713426853707,95.39078156312625,0.6709364056587219,0.8238936557217662,0.6467915101689266
425,1,0.1382790820666937,0.16812982817531785,100.0,99.39879759519037,97.99599198396794,93.9879759519038,0.6572496891021729,0.8720425052910994,0.6825689798441268
458,0,-0.0993262099344792,0.26666801452449884,30.66132264529058,94.98997995991984,70.54108216432866,88.57715430861724,0.626731276512146,0.8572825691509784,0.374561406421688
458,1,-0.08425315094096761,0.21855172039983153,75.95190380761522,97.39478957915831,96.39278557114228,92.18436873747495,0.6558210253715515,0.7578159594272305,0.37905329940964905
637,0,0.14905534781602434,0.42638194122445283,97.99599198396794,89.17835671342685,75.75150300601202,81.56312625250501,0.6001452803611755,0.9033256120348042,0.5980381976119962
637,1,0.1620868995087609,0.42787863803057724,95.59118236472945,95.79158316633266,97.39478957915831,29.458917835671343,0.5240437984466553,0.9009505878124537,0.5523411108693416
709,0,0.04904798574591342,0.2994428638627402,32.86573146292585,95.59118236472945,96.79358717434869,99.39879759519037,0.7157632112503052,0.6409846676262616,0.5858379229425588
709,1,0.07755463410120701,0.31364784136178003,0.4008016032064128,91.38276553106212,98.79759519038076,96.39278557114228,0.5601790547370911,0.6478466326807414,0.5881005394126364
868,0,-0.2157595061830308,0.08233172816272949,76.35270541082164,92.98597194388778,91.38276553106212,1.402805611222445,0.3125739097595215,0.9893888770317288,0.5334091208430489
868,1,0.06661128069148534,0.062030159773551787,86.57314629258516,52.505010020040075,6.613226452905812,36.27254509018036,0.4168463349342346,1.0051917733507343,0.5680016837603932
1015,0,0.3308532715279459,0.7173400502186823,99.79959919839679,99.79959919839679,99.79959919839679,99.39879759519037,0.7148501873016357,0.3441049937396007,0.25184098070510663
1015,1,-0.3234755264333412,0.5247909569433488,83.36673346693387,75.75150300601202,99.59919839679358,97.99599198396794,0.6826386451721191,0.48958336676471625,0.4475838162672209
1288,0,0.6290181332238954,0.4277660377146691,100.0,100.0,96.39278557114228,97.79559118236473,0.6252203583717346,0.7156671834795625,0.25081704257765725
1288,1,0.5768053992414197,0.4297518277814928,99.79959919839679,100.0,97.1943887775551,98.19639278557113,0.6157917976379395,0.7102618730835814,0.25333636806832915
1589,0,0.15966952617064664,0.313861057160719,96.79358717434869,98.99799599198397,96.79358717434869,92.78557114228457,0.6358891725540161,0.7855968394541323,0.38517628078659527
1589,1,-0.194207800174969,0.27251175579733555,36.87374749498998,95.39078156312625,99.79959919839679,97.59519038076152,0.6647605895996094,0.679411881878071,0.38218272426889455
1744,0,0.6806353262430873,0.4064073089805767,97.1943887775551,99.79959919839679,98.79759519038076,99.59919839679358,0.6372990012168884,0.6972562275672134,0.35545842182342513
1744,1,0.664120886887762,0.38814557314485054,72.14428857715431,58.31663326653307,98.59719438877755,99.79959919839679,0.6630145907402039,0.7920639483499213,0.3901389583611473
1818,0,-0.09040440184355229,0.09930532228425802,70.74148296593187,83.96793587174348,98.79759519038076,17.234468937875754,0.49905067682266235,0.9261618993360826,0.6181015632525066
1818,1,-0.16623070415286043,0.08083120838202902,37.4749498997996,66.33266533066133,91.58316633266533,68.93787575150301,0.5876911878585815,0.9021837107467808,0.6528261649955449
2070,0,0.06632834839589448,0.2326113900363855,52.705410821643284,87.374749498998,96.9939879759519,75.55110220440882,0.3129380941390991,0.7025492133440134,0.448553742459077
2070,1,0.0780359060991005,0.17125499621604767,82.56513026052104,96.19238476953907,94.78957915831663,95.99198396793587,0.41267260909080505,0.6873142503663183,0.5216601639748457
2125,0,0.18207469994097922,0.35602675719213717,27.45490981963928,97.39478957915831,92.18436873747495,96.39278557114228,0.6577739715576172,0.9215078730591808,0.40924615149347654
2125,1,-0.13683410238857777,0.3643138115821002,43.28657314629258,83.56713426853707,86.17234468937876,16.432865731462925,0.478980153799057,1.0118066952104456,0.6468280347600366
2327,0,0.4073387864820212,0.4330747080999935,72.74549098196393,68.93787575150301,33.06613226452906,34.06813627254509,0.4992794692516327,1.0263484742125113,0.6576173614680463
2327,1,0.10788095420537726,0.3728938461643119,19.238476953907817,81.1623246492986,84.76953907815631,84.96993987975952,0.6057150959968567,0.9291387046988153,0.6043107339606146
2737,0,0.03780204858765041,0.12175470759453338,85.97194388777555,97.79559118236473,99.19839679358718,100.0,0.8290173411369324,0.5477616525552426,0.2933801955539804
2737,1,-0.022266019434930846,0.12060133152454794,93.78757515030061,97.59519038076152,99.19839679358718,98.79759519038076,0.7892214059829712,0.56468847611506,0.346381089155795
2795,0,-0.02178301060454122,0.24371875410351854,47.09418837675351,97.59519038076152,92.18436873747495,99.19839679358718,0.7122567296028137,0.9104988461571265,0.3979898551249884
2795,1,0.00794080409715352,0.22349732066626743,98.59719438877755,100.0,78.55711422845691,97.79559118236473,0.6726406216621399,0.8777892643878746,0.44286980202608495
