image_id,candidate,PixCorr,SSIM,AlexNet2,AlexNet5,Inception,CLIP_identification,CLIP_cosine,EfficientNet,SwAV
95,0,0.1163178198852348,0.6034030411772355,81.3627254509018,97.79559118236473,94.98997995991984,97.99599198396794,0.8205728530883789,0.6222405855942448,0.3389498971885918
95,1,-0.14066848834356016,0.6293818124236151,85.17034068136272,97.39478957915831,98.59719438877755,96.39278557114228,0.8194369673728943,0.3935592010215624,0.27294919445247323
204,0,-0.021698211888009387,0.1413115382030421,91.78356713426854,98.99799599198397,95.79158316633266,97.1943887775551,0.5769365429878235,0.8524178219652185,0.3578954521094396
204,1,-0.019334672340748794,0.19142045618607123,39.879759519038075,55.91182364729459,93.18637274549098,87.7755511022044,0.5344216823577881,0.9199135331184778,0.6133653543005735
318,0,-0.175139039752688,0.3980995452924787,4.609218436873747,70.74148296593187,16.432865731462925,97.59519038076152,0.6297030448913574,0.9730434311295486,0.5105405886793741
318,1,-0.017156961616770522,0.42177734743492057,41.28256513026052,49.899799599198396,11.823647294589177,90.18036072144288,0.5774003863334656,0.9983665407325284,0.6356744065109621
356,0,-0.037958863816902874,0.3346130630058993,81.96392785571143,92.98597194388778,1.002004008016032,88.77755511022045,0.5644031167030334,1.0641204446271917,0.5434192635010588
356,1,0.05735226061447182,0.3183655133308511,82.96593186372746,75.35070140280561,72.34468937875751,96.39278557114228,0.6044154167175293,1.0216270175895432,0.6132056760316389
425,0,-0.03288861293424042,0.16238269795409024,100.0,99.79959919839679,98.99799599198397,99.79959919839679,0.7198590636253357,0.8468201667489956,0.6786616818774389
425,1,0.18114568748577323,0.18192330893239755,98.59719438877755,99.19839679358718,95.59118236472945,82.76553106212425,0.6243647933006287,0.9266136209735693,0.669606338488252
458,0,-0.1365033991431379,0.2654043472177672,55.51102204408818,94.98997995991984,84.16833667334669,92.18436873747495,0.6562190055847168,0.8746394556473552,0.3705839814995818
458,1,-0.08240753183745235,0.20992649663594387,75.75150300601202,98.79759519038076,83.76753507014027,85.17034068136272,0.6324911117553711,0.7399952397943241,0.3604101374053704
637,0,0.17171736172499064,0.42414667586194815,92.38476953907816,68.5370741482966,15.631262525050099,39.078156312625254,0.5370935201644897,0.9580949918706405,0.5789322159567978
637,1,0.2369076452465447,0.4375378118566427,96.19238476953907,88.97795591182364,65.53106212424849,89.97995991983969,0.6214385032653809,0.9202321422258302,0.5381805584137593
709,0,-0.005203374200868186,0.2611311959563528,21.8436873747495,99.19839679358718,97.99599198396794,97.99599198396794,0.6450575590133667,0.4691166454941659,0.5906711666316198
709,1,-0.0650601384764221,0.3108064256704385,67.53507014028057,94.58917835671342,94.38877755511022,99.59919839679358,0.721331000328064,0.6630191252731585,0.6301981136909197
868,0,-0.20967156517641541,0.08446644637076693,80.56112224448898,94.78957915831663,30.460921843687377,4.008016032064128,0.3375720679759979,1.041957704065312,0.5455188514722884
868,1,0.08918507411349139,0.07178208560548753,87.17434869739479,61.523046092184366,5.01002004008016,47.49498997995992,0.430450439453125,1.0037130230726805,0.5500508204261302
1015,0,0.342075026591346,0.7256537530272859,100.0,100.0,99.59919839679358,99.79959919839679,0.747391939163208,0.37312457423911916,0.26174754032570646
1015,1,-0.24727162069111758,0.6034911438141307,98.19639278557113,87.17434869739479,98.79759519038076,100.0,0.7627456188201904,0.4876570545098343,0.4065021116554077
1288,0,0.6235036934477813,0.4261893989130301,100.0,100.0,98.59719438877755,99.19839679358718,0.6426742076873779,0.6952519943998647,0.2586743932069697
1288,1,0.5556785927561595,0.4286135996025561,100.0,100.0,98.19639278557113,98.79759519038076,0.5980315208435059,0.7248392780855125,0.25685563133662603
1589,0,0.09986879366596929,0.29262171470871623,99.39879759519037,98.19639278557113,98.79759519038076,95.79158316633266,0.6594253182411194,0.7382969087890745,0.35887453385948886
1589,1,-0.20647953367544272,0.2735970701599966,37.675350701402806,92.58517034068137,97.79559118236473,86.97394789579158,0.6222181916236877,0.6818725898252783,0.3685740742413842
1744,0,0.6667459175843004,0.4046280573638866,99.59919839679358,100.0,99.39879759519037,100.0,0.6943497061729431,0.7577252155951385,0.3588405111220153
1744,1,0.666745952032628,0.3781691148971909,64.72945891783567,61.923847695390776,98.39679358717434,100.0,0.6737126708030701,0.7445594287429247,0.368079073161905
1818,0,-0.09493755406862822,0.09971568900355178,80.36072144288578,81.1623246492986,99.59919839679358,26.452905811623246,0.5142365097999573,0.9323679858990304,0.6153294582512515
1818,1,-0.14791935070931173,0.08645823332839084,32.86573146292585,64.52905811623246,78.75751503006012,83.36673346693387,0.6097061038017273,0.9695355567256377,0.6591568760768036
2070,0,0.09588115132758848,0.24980080817657005,59.519038076152306,89.17835671342685,95.19038076152304,91.58316633266533,0.3550296723842621,0.7342584646051078,0.5062040018789411
2070,1,0.09390236199329241,0.19006077231626184,77.15430861723446,95.59118236472945,95.19038076152304,94.18837675350701,0.3830666244029999,0.739486573357889,0.5084947951358642
2125,0,0.18509404687843078,0.35301973832878797,18.03607214428858,99.19839679358718,95.19038076152304,96.19238476953907,0.6536793112754822,0.9714034689247134,0.3980456134183017
2125,1,-0.15367484722172334,0.4037841775786903,8.41683366733467,81.1623246492986,77.75551102204409,17.635270541082164,0.47853249311447144,0.9823520082179767,0.562165401362256
2327,0,0.4692306941620395,0.42909498444214633,81.1623246492986,73.54709418837675,53.707414829659314,85.57114228456913,0.6019304394721985,0.9685346449011485,0.5672272902347913
2327,1,0.071595659661883,0.40356023745482744,0.8016032064128256,58.717434869739485,90.5811623246493,84.5691382765531,0.6016414165496826,0.9473573490831327,0.65613564928712
2737,0,-0.026716114835608144,0.15730107720486144,20.64128256513026,64.92985971943888,77.75551102204409,88.37675350701403,0.5581955909729004,0.9118369769528766,0.6085099625939216
2737,1,0.003674854792890461,0.14438776737351605,93.5871743486974,100.0,99.19839679358718,98.99799599198397,0.7758705615997314,0.5521772090223968,0.40278351525282075
2795,0,0.05207921981960502,0.22280297362352086,96.79358717434869,98.19639278557113,32.46492985971944,98.59719438877755,0.6928351521492004,0.9500434675326378,0.5057283489252646
2795,1,-0.016293572152477193,0.25070986263865763,71.5430861723447,100.0,99.79959919839679,99.59919839679358,0.728813886642456,0.9036805835806138,0.513059932223467
2980,0,0.001867329827012864,0.09880280729185295,5.61122244488978,96.19238476953907,47.29458917835671,96.9939879759519,0.7079136967658997,0.8840468306456708,0.7114749106994777
2980,1,0.0027309577075307636,0.06980235733731244,97.1943887775551,98.39679358717434,100.0,100.0,0.8506847620010376,0.5032024497102984,0.37057613654228116
3338,0,0.29279241675193685,0.39690414216311276,73.54709418837675,95.19038076152304,79.75951903807615,98.79759519038076,0.5828500986099243,0.957908439710988,0.5301236441065995
3338,1,0.3521491472433107,0.37271291271154366,84.76953907815631,84.3687374749499,65.7314629258517,9.01803607214429,0.39129823446273804,0.976267542914843,0.5845474760556577
3344,0,0.02064039323416654,0.20269069929136316,73.94789579158316,79.75951903807615,64.52905811623246,7.8156312625250495,0.2944231927394867,0.882238336953414,0.6200511363069157
3344,1,0.16009019914703715,0.27287070985308504,93.5871743486974,75.55110220440882,67.53507014028057,11.823647294589177,0.318069189786911,0.9409816600805263,0.5791854822558871
3368,0,0.05702540772499045,0.2063382472779523,93.3867735470942,98.19639278557113,98.39679358717434,98.39679358717434,0.6589614152908325,0.7875556268170352,0.4282900973979781
3368,1,0.05763025817898866,0.13773223828594355,51.10220440881763,96.9939879759519,97.79559118236473,97.99599198396794,0.6370541453361511,0.7875000945345547,0.4270593123625087
3731,0,0.07570997567089434,0.43650167042717153,60.72144288577155,74.54909819639278,90.5811623246493,98.99799599198397,0.6426846981048584,0.9541182094302294,0.45365317128469007
3731,1,-0.10156594496141023,0.40130984350414467,76.55310621242485,80.16032064128257,99.59919839679358,87.7755511022044,0.5612626671791077,0.8584499916063737,0.4036221769108713
3803,0,0.3509607383329862,0.4515690945773243,94.18837675350701,99.39879759519037,99.59919839679358,75.35070140280561,0.5624129772186279,0.42388497600700115,0.2570106966374942
3803,1,0.29977825338777914,0.557551948011412,51.503006012024045,64.72945891783567,9.619238476953909,73.14629258517033,0.5657836198806763,0.9521022302379246,0.5290969977777022
4292,0,0.07059046063351293,0.2915878037220499,62.725450901803605,35.671342685370746,88.97795591182364,2.6052104208416833,0.38135164976119995,0.9389081698233673,0.43307999220475935
4292,1,-0.3174917212895396,0.38397456814301073,88.97795591182364,89.97995991983969,99.59919839679358,60.120240480961925,0.5105175375938416,0.9110078747405105,0.4045905091418721
4409,0,0.05055581019731863,0.17362831567159984,72.54509018036072,74.9498997995992,22.44488977955912,66.53306613226452,0.5758491158485413,0.9896606132751795,0.7438662154294557
4409,1,0.12718957860735303,0.338956138584385,97.1943887775551,98.99799599198397,98.79759519038076,99.79959919839679,0.6945488452911377,0.9082395468625689,0.5943712589953547
4476,0,0.3464128519989595,0.6526082078534209,93.78757515030061,98.19639278557113,91.98396793587175,99.19839679358718,0.7012097835540771,0.7708169387081046,0.21242567153928427
4476,1,0.17360936667933635,0.6302376747216232,80.36072144288578,82.56513026052104,90.78156312625251,97.1943887775551,0.6801646947860718,0.8175587666366746,0.403043866850781
4509,0,0.2933017528092103,0.16606851150182916,94.38877755511022,100.0,100.0,100.0,0.8273932933807373,0.5509576529740309,0.3919780573950894
4509,1,0.023699892756661452,0.16929393654818334,98.99799599198397,99.39879759519037,92.78557114228457,93.5871743486974,0.6186757683753967,0.9342220313464975,0.47040474832157586
4927,0,0.16529471370607085,0.24127431926759618,94.78957915831663,75.75150300601202,86.57314629258516,3.406813627254509,0.3870219886302948,0.9926907198897015,0.5806760137521014
4927,1,0.18983539700416144,0.294579006375505,59.118236472945895,50.300601202404806,98.79759519038076,2.004008016032064,0.3831980228424072,0.9043258402598591,0.604678395921469
4967,0,-0.3607053106509823,0.29165242116090306,85.17034068136272,96.9939879759519,96.59318637274549,98.39679358717434,0.7750020027160645,0.6480798072680665,0.3630483638674056
4967,1,0.3870807668571954,0.36407635796257615,95.59118236472945,84.3687374749499,96.79358717434869,99.19839679358718,0.7808231115341187,0.7294044559596731,0.4127177511375565
5340,0,-0.2913931114398906,0.11685381012639337,65.33066132264528,84.3687374749499,100.0,100.0,0.7616441249847412,0.7140692150371688,0.4787942776606048
5340,1,-0.32128260617201926,0.12841970696387248,85.17034068136272,81.76352705410822,100.0,99.79959919839679,0.6733701229095459,0.707943157819542,0.5117780685024875
5582,0,0.06557068107618468,0.6505192370137869,96.19238476953907,100.0,99.79959919839679,99.79959919839679,0.8362236022949219,0.3106363655915755,0.2586145300575059
5582,1,0.1203573218304597,0.6375083198665988,91.58316633266533,99.39879759519037,96.59318637274549,99.39879759519037,0.7806169986724854,0.27011148415049135,0.26425791366388207
5656,0,0.0017786491171127366,0.1349647090585148,79.95991983967936,36.07214428857716,32.66533066132264,43.8877755511022,0.5543785095214844,0.9545881612508296,0.5982845608649583
5656,1,0.14233902092546427,0.19135080268785146,40.28056112224449,74.74949899799599,3.807615230460922,65.13026052104209,0.5891685485839844,1.0789748950016804,0.5868485631805253
5683,0,-0.029261631483664553,0.4504474664784326,36.67334669338677,92.58517034068137,0.4008016032064128,83.56713426853707,0.6390721797943115,0.9278290634129637,0.5721297459929733
5683,1,0.16201577515409687,0.45012153296910057,81.56312625250501,93.9879759519038,0.0,64.72945891783567,0.6001311540603638,0.8893581245792875,0.5290358845081734
5790,0,-0.2055444043902208,0.17484007815515154,25.651302605210418,88.57715430861724,95.99198396793587,58.517034068136276,0.4560624063014984,0.8734725355422973,0.6584963378866875
5790,1,-0.2783264477154439,0.2037653180332584,6.813627254509018,89.97995991983969,96.19238476953907,95.19038076152304,0.5379920601844788,0.8953350109822893,0.6327686347776658
5929,0,0.02339819379506276,0.41850398914237424,96.59318637274549,96.39278557114228,94.18837675350701,42.28456913827655,0.42014408111572266,0.8165440507334849,0.4633160897046038
