split,phase,image_id,donor_id,candidate,changed_pixel_mae,clip_target_cosine_advantage,pixcorr_advantage,ssim_advantage
validation,fp32,48911,15191,1,0.2720101948657067,0.05615729093551636,0.03369647651702949,-0.08443646220784887
validation,fp32,15191,28157,0,0.18092832876965895,-0.07416290044784546,-0.1310357069288326,0.016669937646999283
validation,fp32,15191,28157,1,0.26396987017463236,-0.025512754917144775,0.19869740095797273,0.05443984525269467
validation,fp32,28157,29610,0,0.21192396076676104,-0.000634610652923584,0.14139373755523954,0.11663482880991072
validation,fp32,28157,29610,1,0.19937743641971759,0.00613558292388916,0.1857856270102162,0.12448837736613047
validation,fp32,29610,13223,0,0.2835556080138761,0.1358080506324768,0.1755170404560571,-0.10664549941907264
validation,fp32,29610,13223,1,0.21593003615834352,-0.04372328519821167,0.02440101939954653,-0.08866310021060758
validation,fp32,13223,62587,0,0.28689958659652015,0.0006976723670959473,0.48607298645220476,0.14356910523880562
validation,fp32,13223,62587,1,0.22635059730679383,-0.11421340703964233,0.3899903989144267,0.09599680063602911
validation,fp32,62587,34998,0,0.29957156212501285,-0.16835102438926697,0.35484695913709796,0.013326196761733078
validation,fp32,62587,34998,1,0.26042698380214707,0.14779770374298096,0.2958756885938616,0.025878530940863398
validation,fp32,34998,29815,0,0.16551695680306633,0.26735591888427734,0.09279872867899581,-0.022629140200287168
validation,fp32,34998,29815,1,0.21202685786228545,0.29607313871383667,0.17987290565459169,-0.1375070748089911
validation,fp32,29815,42302,0,0.12013935762293197,0.3050084114074707,0.21317838536083822,0.033544185532708215
validation,fp32,29815,42302,1,0.16269355724060455,0.2019464373588562,0.19639773834448743,0.28706262502655033
validation,fp32,42302,68553,0,0.2290153952205883,0.1194453239440918,0.17382474293641803,0.041691611951866006
validation,fp32,42302,68553,1,0.23582757189382905,0.06963437795639038,0.0678549750591258,0.013454286669954296
validation,fp32,68553,65690,0,0.28765059327767567,0.32630404829978943,-0.09018947348977667,-0.00026103479580674716
validation,fp32,68553,65690,1,0.23244719162485958,0.07669231295585632,-0.12345001425621527,-0.08369763047033957
validation,fp32,65690,41120,0,0.16612363827773946,-0.2112676203250885,0.0998502942544638,0.10071109782716525
validation,fp32,65690,41120,1,0.2617888057933135,-0.08743083477020264,-0.05153158292609998,0.1605366127448711
validation,fp32,41120,64050,0,0.19757730321946487,0.0010547637939453125,0.009203898491574214,0.0019177308585918013
validation,fp32,41120,64050,1,0.2193145951414419,-0.08020853996276855,-0.007069814230694936,0.0023074550594792964
validation,fp32,64050,21558,0,0.2308748531964869,0.07724601030349731,0.573449911942785,0.14274145161504426
validation,fp32,64050,21558,1,0.24641369090360743,0.10359251499176025,0.48111386740495526,0.012089326896075836
validation,fp32,21558,16800,0,0.18017392127342477,0.18928784132003784,0.3247764434730667,-0.007707945238833003
validation,fp32,21558,16800,1,0.20185154434902217,0.22100120782852173,0.027992247648188334,-0.05752911608824912
