split,phase,image_id,donor_id,candidate,guidance,condition,path,sha256,noise_sha256,clip_target_cosine,clip_donor_cosine,pixcorr,ssim
train,bf16,23696,44010,0,4.0,wrong,g4-wrong/23696-0.png,cb2fdb27812b666345d62c2db00db33b552383408db6cabc84926d0f102ae269,2fd882d695c4a24c1f03243124fd54f215d1c687123a46ba99d6ef66f4bf0827,0.5271005630493164,0.8392466306686401,-0.16584125831154875,0.3982019855198469
train,bf16,23696,44010,1,4.0,wrong,g4-wrong/23696-1.png,72c378e02e93e1e07fb1108f7b2b6205f630b3dda0055e919f8906e1d5b2ce8b,2fd882d695c4a24c1f03243124fd54f215d1c687123a46ba99d6ef66f4bf0827,0.5408695936203003,0.8791037201881409,0.2592658325064469,0.4682829380486426
train,bf16,44010,21652,0,4.0,correct,g4-correct/44010-0.png,7bf6b97ee8b23e13501890ae3785f328be373b362fcc9afd5f9737616d070327,35aa86981174181a98b4ce51d8b65a8bd0f95c2ceec4818494682c0873f3225b,0.8658421039581299,0.6540054082870483,-0.021179904365733342,0.38447908349078336
train,bf16,44010,21652,1,4.0,correct,g4-correct/44010-1.png,799283e15a41af42929d0809995ac4e56fd47f1705936da3f3dc32b5899e71f5,35aa86981174181a98b4ce51d8b65a8bd0f95c2ceec4818494682c0873f3225b,0.8789793848991394,0.6415938138961792,0.0025456578698742384,0.3798578385617852
train,bf16,44010,21652,0,4.0,wrong,g4-wrong/44010-0.png,f896140ef48b894f9e7b4bd17f6debfee52c2aff1dac930efbb3571d02c90d42,35aa86981174181a98b4ce51d8b65a8bd0f95c2ceec4818494682c0873f3225b,0.48158836364746094,0.5934014916419983,0.04414738913255448,0.3514486707217323
train,bf16,44010,21652,1,4.0,wrong,g4-wrong/44010-1.png,50dbee01edafd2eaea3684f55add41b74cf801cdfaa6294403a0a4bbdb5adb7a,35aa86981174181a98b4ce51d8b65a8bd0f95c2ceec4818494682c0873f3225b,0.6516427993774414,0.8041385412216187,0.08894721620675584,0.2322930547623327
train,bf16,21652,6970,0,4.0,correct,g4-correct/21652-0.png,6f53175e6d59b51be36fe351cf412a61f8cbad1bd055900a1c7a88122341aeed,deca6335f8f41d705a173f0a516e337acfc6c53d86d5870f07649aa25f90a597,0.7454969882965088,0.5629913806915283,0.09506309751276786,0.27776064598903677
train,bf16,21652,6970,1,4.0,correct,g4-correct/21652-1.png,6948701fccb390baf75034c5ee19899dc4db634a473eaaabcd7744f1a92d321f,deca6335f8f41d705a173f0a516e337acfc6c53d86d5870f07649aa25f90a597,0.6952851414680481,0.5664219856262207,0.12976137017120487,0.2837290730803975
train,bf16,21652,6970,0,4.0,wrong,g4-wrong/21652-0.png,d1ca0bdbdff12e041548624f9bbfbb2869f591bfeed9e68dfc0b2ed2f80834de,deca6335f8f41d705a173f0a516e337acfc6c53d86d5870f07649aa25f90a597,0.6703977584838867,0.730871319770813,0.07738671003572883,0.3172075505665367
train,bf16,21652,6970,1,4.0,wrong,g4-wrong/21652-1.png,86a37a3bf58b1e6369d3d3ccda2f9ea7819cff7d03b5aefc6e90a6238bd08243,deca6335f8f41d705a173f0a516e337acfc6c53d86d5870f07649aa25f90a597,0.6138473749160767,0.7037439346313477,0.026685556183979813,0.21686866868491017
train,bf16,6970,35190,0,4.0,correct,g4-correct/6970-0.png,c15ee0856ba03d047e451c0489295f34be58bb4b3bb61cb30953598df960dd6a,7b6545b71671e9b1cdbb3e8f1f39d98a09c15c1547791b5eb984bee429ac7e4c,0.7959763407707214,0.5659247636795044,-0.6143982029086432,0.4820160918456401
