method,image_id,CLIP_cosine,CLIP_forward_two_way,CLIP_top1,CLIP_top5,AlexNet5_forward_two_way,Inception_forward_two_way,PixCorr,SSIM
Uniform,6360,0.40132865512905447,0.20465931863727455,0.0,0.0,0.5227955911823647,0.7525050100200401,0.026222360539440052,0.19484272730374855
Uniform,6454,0.6590036504302426,0.9343687374749499,0.125,0.25,0.9478957915831663,0.9671843687374749,0.0497047865189071,0.21338152993793183
Uniform,6603,0.5626957789879207,0.7695390781563126,0.0,0.0,0.7785571142284569,0.8812625250501002,0.07560909849042112,0.19568683988867336
Uniform,6750,0.584014660812965,0.9100701402805611,0.0,0.125,0.9779559118236473,0.939879759519038,-0.01565606039399478,0.40160980445111016
Uniform,6759,0.7983901884812845,0.9746993987975952,0.0,0.0,0.998246492985972,0.9949899799599198,-0.003049329315151117,0.3755749883025085
Uniform,6770,0.7028146962709233,0.9777054108216433,0.0,0.125,0.8797595190380761,0.9832164328657313,-0.023149486406328197,0.23328632825821227
Uniform,6991,0.5078793955825449,0.6916332665330661,0.0,0.0,0.8404308617234469,0.1991482965931864,-0.027002709386066817,0.12187778650369699
Uniform,7306,0.5119017978547395,0.6300100200400801,0.0,0.0,0.9864729458917835,0.9606713426853707,0.14753111821954604,0.2803020295131985
Uniform,7355,0.5672056105971355,0.7883266533066132,0.125,0.25,0.7630260521042085,0.8336673346693386,-0.043289562206287435,0.09975194596642639
Uniform,7899,0.5612887885067379,0.9559118236472945,0.0,0.25,0.842685370741483,0.9894789579158316,0.04785953829221172,0.2067474924285501
Uniform,8061,0.5169613623781697,0.7983466933867736,0.0,0.125,0.9982464929859719,0.9924849699398797,0.1639739605768299,0.19016536444789903
Uniform,8215,0.5075445990296819,0.8314128256513027,0.0,0.0,0.9173346693386774,0.9892284569138277,0.10065414545225915,0.2066942564870058
Uniform,8234,0.6561633286389399,0.936372745490982,0.0,0.0,0.9516533066132264,0.8815130260521042,0.07068164835077785,0.25196637621708806
Uniform,8238,0.6383372660830892,0.9153306613226453,0.0,0.0,0.658066132264529,0.4787074148296593,-0.04927345902195012,0.3595813715642751
Uniform,8275,0.5258331506657736,0.4356212424849699,0.0,0.0,0.7758016032064128,0.6670841683366733,0.026534330664972662,0.43265204333018176
