image_id,timestep,correct_mse,wrong_mse,delta_mse
16584,200,0.34522201865911484,0.34835611283779144,0.0031340941786766052
40682,200,0.25314711779356003,0.25946885347366333,0.006321735680103302
38942,200,0.2529996186494827,0.25468574464321136,0.0016861259937286377
4905,200,0.29706839472055435,0.3049492985010147,0.007880903780460358
17344,200,0.19088530540466309,0.19471126794815063,0.003825962543487549
32725,200,0.30249250680208206,0.3082985654473305,0.005806058645248413
28449,200,0.2801666632294655,0.2832797095179558,0.0031130462884902954
4723,200,0.31414127349853516,0.3168855905532837,0.002744317054748535
70126,200,0.28393639624118805,0.2880973145365715,0.004160918295383453
26393,200,0.2618018165230751,0.2690902054309845,0.007288388907909393
33748,200,0.2993635833263397,0.31076569855213165,0.011402115225791931
57293,200,0.31428980082273483,0.3201061710715294,0.005816370248794556
20217,200,0.3145548105239868,0.3168689236044884,0.0023141130805015564
15879,200,0.2812963128089905,0.28683314472436905,0.0055368319153785706
69036,200,0.25630319118499756,0.25984863191843033,0.0035454407334327698
3625,200,0.32144593447446823,0.3278301954269409,0.006384260952472687
23696,200,0.25605107098817825,0.26133695244789124,0.005285881459712982
44010,200,0.24602775648236275,0.25134776160120964,0.005320005118846893
21652,200,0.20096509903669357,0.20543177798390388,0.004466678947210312
6970,200,0.16201482340693474,0.16694484278559685,0.004930019378662109
35190,200,0.36272696405649185,0.36736007779836655,0.004633113741874695
50780,200,0.25014955550432205,0.257535457611084,0.007385902106761932
45620,200,0.25632181018590927,0.2622584328055382,0.005936622619628906
27323,200,0.24557289481163025,0.25637751817703247,0.010804623365402222
51581,200,0.2416924424469471,0.24882112070918083,0.007128678262233734
7163,200,0.3015277162194252,0.3098662868142128,0.008338570594787598
50828,200,0.19575022533535957,0.20017433166503906,0.004424106329679489
53785,200,0.33182715624570847,0.3369780704379082,0.005150914192199707
1851,200,0.3697739243507385,0.37323545664548874,0.0034615322947502136
29558,200,0.3625553548336029,0.3654164522886276,0.0028610974550247192
59471,200,0.26087141782045364,0.2669515833258629,0.006080165505409241
59462,200,0.2465290054678917,0.25046641379594803,0.0039374083280563354
