image_id,timestep,correct_mse,wrong_mse,delta_mse
16584,50,0.5817939937114716,0.5859450995922089,0.004151105880737305
40682,50,0.4604174643754959,0.464575819671154,0.004158355295658112
38942,50,0.4858471304178238,0.48820721358060837,0.0023600831627845764
4905,50,0.5364972651004791,0.5422612279653549,0.0057639628648757935
17344,50,0.3910551518201828,0.3976156786084175,0.006560526788234711
32725,50,0.5446541011333466,0.5528591871261597,0.00820508599281311
28449,50,0.5497383028268814,0.5528028458356857,0.0030645430088043213
4723,50,0.5715204179286957,0.5743002146482468,0.0027797967195510864
70126,50,0.5509935617446899,0.5531410723924637,0.0021475106477737427
26393,50,0.47995050996541977,0.4847007542848587,0.004750244319438934
33748,50,0.5348459035158157,0.543991893529892,0.009145990014076233
57293,50,0.4959629699587822,0.5016346871852875,0.0056717172265052795
20217,50,0.5700084567070007,0.5728192776441574,0.0028108209371566772
15879,50,0.4912472888827324,0.4972221180796623,0.005974829196929932
69036,50,0.49813105165958405,0.5022183954715729,0.004087343811988831
3625,50,0.5289561897516251,0.5347929149866104,0.0058367252349853516
23696,50,0.48836860060691833,0.4916892647743225,0.003320664167404175
44010,50,0.4644628018140793,0.466944582760334,0.0024817809462547302
21652,50,0.3695262297987938,0.37349164485931396,0.003965415060520172
6970,50,0.37471019476652145,0.3775341734290123,0.0028239786624908447
35190,50,0.6212923228740692,0.624708503484726,0.0034161806106567383
50780,50,0.4622247666120529,0.4650108069181442,0.0027860403060913086
45620,50,0.4920312389731407,0.4992942810058594,0.0072630420327186584
27323,50,0.4687262773513794,0.47980815172195435,0.011081874370574951
51581,50,0.4459085986018181,0.4514198750257492,0.005511276423931122
7163,50,0.5677876770496368,0.5735940635204315,0.005806386470794678
50828,50,0.43575184792280197,0.43946706503629684,0.003715217113494873
53785,50,0.6124943047761917,0.6168430745601654,0.004348769783973694
1851,50,0.6304790526628494,0.6324301809072495,0.0019511282444000244
29558,50,0.5723335593938828,0.5754728615283966,0.003139302134513855
59471,50,0.4641730338335037,0.468569852411747,0.004396818578243256
59462,50,0.4501105397939682,0.45415714383125305,0.004046604037284851
