image_id,timestep,correct_mse,wrong_mse,delta_mse
16584,500,0.10633676126599312,0.109630873426795,0.0032941121608018875
40682,500,0.09022843092679977,0.09551278688013554,0.005284355953335762
38942,500,0.08304507285356522,0.08408349566161633,0.0010384228080511093
4905,500,0.10034470446407795,0.10477031022310257,0.00442560575902462
17344,500,0.05696279741823673,0.058225865475833416,0.0012630680575966835
32725,500,0.10439628548920155,0.10952161625027657,0.00512533076107502
28449,500,0.08399938978254795,0.08635059930384159,0.00235120952129364
4723,500,0.09486629441380501,0.09670872241258621,0.0018424279987812042
70126,500,0.08688310161232948,0.09084951132535934,0.0039664097130298615
26393,500,0.09198064543306828,0.09569704718887806,0.003716401755809784
33748,500,0.09824148938059807,0.10743053816258907,0.009189048781991005
57293,500,0.12528124079108238,0.12924502044916153,0.003963779658079147
20217,500,0.10173660330474377,0.10454883053898811,0.0028122272342443466
15879,500,0.11070707999169827,0.11695022322237492,0.006243143230676651
69036,500,0.07683885283768177,0.08091557398438454,0.004076721146702766
3625,500,0.11908623576164246,0.12431552074849606,0.0052292849868535995
23696,500,0.08856196701526642,0.09391562454402447,0.005353657528758049
44010,500,0.08574668876826763,0.09055164456367493,0.004804955795407295
21652,500,0.08712546899914742,0.09176654741168022,0.004641078412532806
6970,500,0.051200633868575096,0.0547488434240222,0.0035482095554471016
35190,500,0.11559489741921425,0.12017615512013435,0.004581257700920105
50780,500,0.08092323504388332,0.09107241779565811,0.010149182751774788
45620,500,0.08454079739749432,0.0906529501080513,0.006112152710556984
27323,500,0.08561568893492222,0.09244640916585922,0.006830720230937004
51581,500,0.09027678519487381,0.09352230094373226,0.003245515748858452
7163,500,0.10029038041830063,0.10667753964662552,0.00638715922832489
50828,500,0.050753261893987656,0.054091883823275566,0.0033386219292879105
53785,500,0.10490187257528305,0.11019366048276424,0.0052917879074811935
1851,500,0.11223851516842842,0.11440561152994633,0.002167096361517906
29558,500,0.1385798566043377,0.13991491869091988,0.0013350620865821838
59471,500,0.09983478300273418,0.10441627725958824,0.004581494256854057
59462,500,0.08349752984941006,0.08987941779196262,0.0063818879425525665
