checkpoint,split,image_id,donor_id,correct_clip,correct_pixcorr,correct_ssim,wrong_clip,wrong_pixcorr,wrong_ssim,advantage_clip,gt_donor_clip,rms,extreme_fraction_train_5sd,raw_repeat_corr,centered_repeat_corr,different_image_raw_corr,centered_repeat_specificity,lh_repeat_specificity,rh_repeat_specificity,session_1,session_2,session_3,quality_stratum
239063,train,17344,32725,0.7415973544120789,0.09792268299593973,0.21394803981844002,0.4749530106782913,0.041940525254419936,0.11367748044292815,0.26664434373378754,0.5340123772621155,2.0833607408662407,0.0,0.6669194624489126,0.35487307810460944,0.5740451648710789,0.30592694586331975,0.2654914225121007,0.3490495897751919,39,40,40,2
239063,train,32725,28449,0.8890332579612732,0.4727546570045365,0.16625567275893963,0.5259507894515991,-0.4481236111276794,0.1633155995329717,0.3630824685096741,0.5462282299995422,1.5510208526212081,0.0,0.43839366816257685,0.09834185774668404,0.4905294263697741,0.13091770995032453,0.18229419023427273,0.08516491664699644,25,31,37,0
239063,train,28449,4723,0.5999857187271118,0.08990082925681979,0.45267944186450193,0.5331898629665375,-0.09989857281301852,0.3136423472345041,0.06679585576057434,0.583830714225769,1.7894866696467866,0.0,0.6017180934062717,0.3801653201309745,0.3531410451629468,0.49058112886343674,0.4572434719499956,0.45369540395280233,30,31,31,2
239063,train,4723,70126,0.581477165222168,-0.055408340966889326,0.2971572884163932,0.49333976209163666,0.020757821691049026,0.287005669313265,0.08813740313053131,0.6227443218231201,1.971276550655897,0.0,0.6165934922915546,0.21065720376227928,0.5382111232892988,0.2632972781243073,0.2322210312642258,0.29043205865867744,36,36,37,2
239063,train,70126,26393,0.6705371141433716,-0.18537087415220327,0.2750749148488071,0.5157709121704102,-0.08763001499902928,0.31614766988051046,0.15476620197296143,0.487892210483551,1.9146693826703924,0.0,0.5871449242762595,0.08851482863027614,0.5059936693379324,0.12997413904747968,0.06370275714020494,0.17152837782297306,14,25,26,0
239063,train,26393,33748,0.7747323513031006,0.052461749326970494,0.5196303087548902,0.5760943293571472,0.19727866333169913,0.35109908932971706,0.19863802194595337,0.6142333745956421,1.674310208441951,0.0,0.5901675930643006,0.21078455742182742,0.37604817316032796,0.2800255933882442,0.29985446750779793,0.26138782612528505,27,27,29,2
239063,train,33748,57293,0.9426654875278473,0.6272765168474428,0.32733512477090365,0.5516743659973145,-0.012255536941359786,0.1444945020727268,0.39099112153053284,0.6163961887359619,1.710933778773062,0.0,0.6251758703467405,0.24788676652026975,0.5221511902913428,0.23243920993970524,0.2733834694197788,0.2073386254151388,1,40,40,1
239063,train,57293,20217,0.7060352563858032,-0.08900442800925364,0.19841258912960003,0.5578650236129761,0.016731884801505517,0.22129379337693988,0.14817023277282715,0.5839805006980896,1.6828150637993522,5.6810650103206016e-05,0.6409151334836803,0.30514185632395807,0.4904810932563149,0.3434633415771687,0.29813982539945516,0.36983120925773133,16,16,16,2
239063,train,20217,15879,0.6812729835510254,0.1291368985488064,0.28772954616412905,0.4923609048128128,0.11352992907058114,0.2583799204654441,0.18891207873821259,0.5035192370414734,2.7134850881957364,0.0,0.722250178135373,0.2755594725015413,0.46089548396996266,0.38366345938367014,0.36449178241683816,0.388006994792818,7,8,8,2
239063,train,15879,69036,0.6674589812755585,0.015827305005882607,0.18218644838507186,0.4821341186761856,0.19669465952441056,0.17623782974189012,0.18532486259937286,0.5075869560241699,2.317887141923781,0.0,0.6469722063800122,0.269381220263928,0.6254366354622143,0.16446351483833122,0.09939110706096604,0.2224916220540828,3,3,23,1
239063,train,69036,3625,0.943428635597229,0.5267203109187245,0.3484664313767324,0.536134272813797,-0.17465555302653035,0.1885289175602078,0.407294362783432,0.573012113571167,1.9685444138430916,0.0,0.5730719041517159,0.08094533780999383,0.45572395875331645,0.15866786456845916,0.1840005616859528,0.1365411386435117,17,17,18,1
