image_id,timestep,correct_mse,wrong_mse,delta_mse
16584,950,0.004902593558654189,0.005276805255562067,0.0003742116969078779
40682,950,0.00420655810739845,0.004364047548733652,0.00015748944133520126
38942,950,0.004306476446799934,0.004371721297502518,6.524485070258379e-05
4905,950,0.004966943408362567,0.005063999793492258,9.705638512969017e-05
17344,950,0.0036717065377160907,0.003936045744922012,0.0002643392072059214
32725,950,0.004672292619943619,0.005023224279284477,0.00035093165934085846
28449,950,0.0037346866447478533,0.004097025317605585,0.0003623386728577316
4723,950,0.0036802569520659745,0.003817204153165221,0.00013694720109924674
70126,950,0.004077050136402249,0.004176075861323625,9.902572492137551e-05
26393,950,0.004554706159979105,0.004713204223662615,0.00015849806368350983
33748,950,0.00412250158842653,0.004300963599234819,0.00017846201080828905
57293,950,0.004393225070089102,0.004492208710871637,9.898364078253508e-05
20217,950,0.004553725360892713,0.004540879395790398,-1.2845965102314949e-05
15879,950,0.005496270605362952,0.005654091248288751,0.0001578206429257989
69036,950,0.003526988031808287,0.003880554169882089,0.000353566138073802
3625,950,0.005560288322158158,0.005933048785664141,0.00037276046350598335
23696,950,0.0035367661621421576,0.003628046833910048,9.128067176789045e-05
44010,950,0.004118819604627788,0.004260134533978999,0.0001413149293512106
21652,950,0.005191109608858824,0.005247633787803352,5.65241789445281e-05
6970,950,0.0028030669200234115,0.003156498889438808,0.00035343196941539645
35190,950,0.004119988880120218,0.0044585129944607615,0.00033852411434054375
50780,950,0.004208411672152579,0.0044102410320192575,0.00020182935986667871
45620,950,0.004896983155049384,0.0049861164297908545,8.913327474147081e-05
27323,950,0.0043897953582927585,0.004444576101377606,5.478074308484793e-05
51581,950,0.0044923677342012525,0.00457312329672277,8.075556252151728e-05
7163,950,0.004384750733152032,0.0044737267307937145,8.897599764168262e-05
50828,950,0.0031313320505432785,0.0036625703796744347,0.0005312383291311562
53785,950,0.004506445489823818,0.0047140506794676185,0.00020760518964380026
1851,950,0.0040774313965812325,0.00422651250846684,0.00014908111188560724
29558,950,0.004901769803836942,0.005009009037166834,0.00010723923332989216
59471,950,0.0051072100177407265,0.00517080002464354,6.359000690281391e-05
59462,950,0.004434757865965366,0.004558695363812149,0.0001239374978467822
