image_id,timestep,correct_mse,wrong_mse,delta_mse
16584,800,0.016316840425133705,0.017538854386657476,0.0012220139615237713
40682,800,0.015874816570430994,0.016959337051957846,0.0010845204815268517
38942,800,0.014509274391457438,0.015098195290192962,0.0005889208987355232
4905,800,0.017875295132398605,0.018406283110380173,0.0005309879779815674
17344,800,0.01011832500807941,0.011130809783935547,0.0010124847758561373
32725,800,0.01802529115229845,0.018425021320581436,0.0003997301682829857
28449,800,0.013332897098734975,0.014215281000360847,0.0008823839016258717
4723,800,0.014345789095386863,0.014880315633490682,0.0005345265381038189
70126,800,0.015122808748856187,0.01594442455098033,0.0008216158021241426
26393,800,0.016400718595832586,0.017339234240353107,0.0009385156445205212
33748,800,0.015949115622788668,0.017246801406145096,0.0012976857833564281
57293,800,0.018076456617563963,0.018546706065535545,0.0004702494479715824
20217,800,0.016403875779360533,0.016940987203270197,0.0005371114239096642
15879,800,0.020950224716216326,0.022892009932547808,0.001941785216331482
69036,800,0.013128645718097687,0.014085069531574845,0.0009564238134771585
3625,800,0.021053966134786606,0.022062040865421295,0.0010080747306346893
23696,800,0.014503433369100094,0.014608289115130901,0.0001048557460308075
44010,800,0.016212813556194305,0.01695322012528777,0.0007404065690934658
21652,800,0.017722802236676216,0.018865710590034723,0.0011429083533585072
6970,800,0.010571020189672709,0.0112256552092731,0.0006546350196003914
35190,800,0.017078003846108913,0.0175917218439281,0.0005137179978191853
50780,800,0.01462246710434556,0.016149730887264013,0.0015272637829184532
45620,800,0.016409893753007054,0.018399070017039776,0.0019891762640327215
27323,800,0.017021288629621267,0.01782945916056633,0.0008081705309450626
51581,800,0.01539323921315372,0.016350514721125364,0.0009572755079716444
7163,800,0.017078958451747894,0.017682442907243967,0.0006034844554960728
50828,800,0.00819240661803633,0.009463922120630741,0.0012715155025944114
53785,800,0.015705272555351257,0.01684355828911066,0.0011382857337594032
1851,800,0.01610206812620163,0.016826667357236147,0.0007245992310345173
29558,800,0.020431892946362495,0.020724367816001177,0.0002924748696386814
59471,800,0.019332427997142076,0.019648676738142967,0.00031624874100089073
59462,800,0.0168785247951746,0.017868852242827415,0.0009903274476528168
