image_id,timestep,correct_mse,wrong_mse,delta_mse
16584,950,0.004920351668260992,0.005251411232165992,0.0003310595639050007
40682,950,0.004111176356673241,0.0043269096640869975,0.00021573330741375685
38942,950,0.004273480037227273,0.0044154435163363814,0.00014196347910910845
4905,950,0.004962955019436777,0.005034943460486829,7.198844105005264e-05
17344,950,0.003644131124019623,0.003929629398044199,0.00028549827402457595
32725,950,0.004701434634625912,0.004832755774259567,0.00013132113963365555
28449,950,0.003842614416498691,0.004088530084118247,0.0002459156676195562
4723,950,0.003725869581103325,0.0038148046587593853,8.893507765606046e-05
70126,950,0.004037965089082718,0.004035530495457351,-2.4345936253666878e-06
26393,950,0.004554295563139021,0.0046878173016011715,0.0001335217384621501
33748,950,0.004087675828486681,0.004292955272831023,0.00020527944434434175
57293,950,0.004361891420558095,0.004428711603395641,6.682018283754587e-05
20217,950,0.004570641205646098,0.004545972449705005,-2.4668755941092968e-05
15879,950,0.005494674434885383,0.0056397749576717615,0.00014510052278637886
69036,950,0.0035539883538149297,0.0038391160196624696,0.0002851276658475399
3625,950,0.005593264941126108,0.005898648407310247,0.00030538346618413925
23696,950,0.00358798005618155,0.003618548158556223,3.056810237467289e-05
44010,950,0.0041504340479150414,0.004243692732416093,9.32586845010519e-05
21652,950,0.005221967468969524,0.005255762254819274,3.379478584975004e-05
6970,950,0.002841193985659629,0.0030857599922455847,0.0002445660065859556
35190,950,0.004125984269194305,0.004445526981726289,0.00031954271253198385
50780,950,0.004275893094018102,0.004430848173797131,0.0001549550797790289
45620,950,0.004912282805889845,0.004959280020557344,4.6997214667499065e-05
27323,950,0.004335023695603013,0.004425524501129985,9.050080552697182e-05
51581,950,0.004466316429898143,0.004590182448737323,0.00012386601883918047
7163,950,0.0043597068870440125,0.00449157995171845,0.00013187306467443705
50828,950,0.0031923899077810347,0.003591720887925476,0.00039933098014444113
53785,950,0.004496338311582804,0.004675848060287535,0.00017950974870473146
1851,950,0.004042460001073778,0.0042413187911733985,0.00019885879009962082
29558,950,0.004926296882331371,0.00501035014167428,8.405325934290886e-05
59471,950,0.005089944112114608,0.005136259365826845,4.631525371223688e-05
59462,950,0.004397234763018787,0.004510316648520529,0.00011308188550174236
