image_id,timestep,correct_mse,wrong_mse,delta_mse
16584,500,0.10700885765254498,0.10925687290728092,0.0022480152547359467
40682,500,0.0922531895339489,0.09498019143939018,0.002727001905441284
38942,500,0.08392114005982876,0.08436405844986439,0.00044291839003562927
4905,500,0.10190482065081596,0.10461314767599106,0.0027083270251750946
17344,500,0.05675161723047495,0.05821474362164736,0.001463126391172409
32725,500,0.10553869232535362,0.11004898324608803,0.0045102909207344055
28449,500,0.08438613824546337,0.08650132827460766,0.002115190029144287
4723,500,0.09484618715941906,0.09630202315747738,0.001455835998058319
70126,500,0.0887311827391386,0.09005139768123627,0.0013202149420976639
26393,500,0.09230228327214718,0.09424375742673874,0.0019414741545915604
33748,500,0.1008860394358635,0.10688222385942936,0.0059961844235658646
57293,500,0.12612363323569298,0.12843619287014008,0.0023125596344470978
20217,500,0.10285308957099915,0.10364935919642448,0.0007962696254253387
15879,500,0.11197244562208652,0.11709887906908989,0.0051264334470033646
69036,500,0.07749112695455551,0.07951141893863678,0.0020202919840812683
3625,500,0.12069360166788101,0.12242399901151657,0.001730397343635559
23696,500,0.0897391103208065,0.09340749122202396,0.0036683809012174606
44010,500,0.086175587028265,0.08833248540759087,0.0021568983793258667
21652,500,0.08859389834105968,0.09153542295098305,0.0029415246099233627
6970,500,0.051616987213492393,0.0546703701838851,0.003053382970392704
35190,500,0.11631537601351738,0.11896722577512264,0.0026518497616052628
50780,500,0.08322763815522194,0.090526157990098,0.0072985198348760605
45620,500,0.08541407436132431,0.08893143013119698,0.0035173557698726654
27323,500,0.08704734221100807,0.09045318141579628,0.003405839204788208
51581,500,0.090626310557127,0.09273045510053635,0.0021041445434093475
7163,500,0.10088413208723068,0.10638570040464401,0.00550156831741333
50828,500,0.05119534954428673,0.053836243227124214,0.0026408936828374863
53785,500,0.1054652463644743,0.10933657735586166,0.0038713309913873672
1851,500,0.11284771375358105,0.1143112313002348,0.0014635175466537476
29558,500,0.13877025991678238,0.13928238302469254,0.0005121231079101562
59471,500,0.10100669972598553,0.10404274798929691,0.003036048263311386
59462,500,0.0847925003618002,0.0884853396564722,0.0036928392946720123
