image_id,timestep,correct_mse,wrong_mse,delta_mse
16584,800,0.017152628861367702,0.017441321164369583,0.00028869230300188065
40682,800,0.016096812672913074,0.0169706461019814,0.000873833429068327
38942,800,0.014732631854712963,0.014979896135628223,0.0002472642809152603
4905,800,0.017787214368581772,0.018265540711581707,0.00047832634299993515
17344,800,0.010543721728026867,0.010940585052594543,0.0003968633245676756
32725,800,0.018171379808336496,0.018437687773257494,0.0002663079649209976
28449,800,0.01384196407161653,0.014137979596853256,0.0002960155252367258
4723,800,0.014545823214575648,0.014795220922678709,0.0002493977081030607
70126,800,0.01542165782302618,0.015749881509691477,0.00032822368666529655
26393,800,0.016455668956041336,0.016791049856692553,0.0003353809006512165
33748,800,0.016524567268788815,0.0171123412437737,0.0005877739749848843
57293,800,0.018257932271808386,0.018475782126188278,0.00021784985437989235
20217,800,0.01664968580007553,0.016862795688211918,0.00021310988813638687
15879,800,0.021227374207228422,0.02219744073227048,0.000970066525042057
69036,800,0.013470116537064314,0.013816597871482372,0.0003464813344180584
3625,800,0.021245336160063744,0.02190638380125165,0.0006610476411879063
23696,800,0.014649046119302511,0.014630398713052273,-1.864740625023842e-05
44010,800,0.016575189772993326,0.016788663808256388,0.00021347403526306152
21652,800,0.017769542057067156,0.018693348858505487,0.0009238068014383316
6970,800,0.010714402189478278,0.011130585102364421,0.00041618291288614273
35190,800,0.017144136130809784,0.017600934952497482,0.00045679882168769836
50780,800,0.015416476409882307,0.016180364415049553,0.0007638880051672459
45620,800,0.017193546518683434,0.017904059030115604,0.0007105125114321709
27323,800,0.017193683423101902,0.0176609568297863,0.00046727340668439865
51581,800,0.01578317116945982,0.016323263756930828,0.0005400925874710083
7163,800,0.01709939492866397,0.017513757571578026,0.0004143626429140568
50828,800,0.008609756594523787,0.00947671476751566,0.0008669581729918718
53785,800,0.01600317796692252,0.016719356179237366,0.0007161782123148441
1851,800,0.016266513615846634,0.01684335060417652,0.0005768369883298874
29558,800,0.02043125918135047,0.02064076578244567,0.00020950660109519958
59471,800,0.019393377471715212,0.01975359534844756,0.0003602178767323494
59462,800,0.01711132936179638,0.01752059208229184,0.0004092627204954624
