image_id,timestep,correct_mse,wrong_mse,delta_mse
16584,50,0.5826553106307983,0.584049791097641,0.0013944804668426514
40682,50,0.46125923097133636,0.4639960825443268,0.0027368515729904175
38942,50,0.48598265647888184,0.48725782334804535,0.0012751668691635132
4905,50,0.5370633602142334,0.5399334579706192,0.0028700977563858032
17344,50,0.39172348380088806,0.39526380598545074,0.003540322184562683
32725,50,0.5464807450771332,0.5507570058107376,0.004276260733604431
28449,50,0.5498547106981277,0.5520819872617722,0.002227276563644409
4723,50,0.5716189742088318,0.5734992921352386,0.0018803179264068604
70126,50,0.5510321110486984,0.553269773721695,0.002237662672996521
26393,50,0.479824922978878,0.48350759595632553,0.0036826729774475098
33748,50,0.5373596996068954,0.5423773229122162,0.00501762330532074
57293,50,0.49823904037475586,0.5010744854807854,0.0028354451060295105
20217,50,0.5706966519355774,0.5716907531023026,0.0009941011667251587
15879,50,0.4916251227259636,0.4952748864889145,0.003649763762950897
69036,50,0.4999312534928322,0.5019948333501816,0.0020635798573493958
3625,50,0.5298668444156647,0.533468171954155,0.0036013275384902954
23696,50,0.4891373738646507,0.49192268401384354,0.00278531014919281
44010,50,0.4647332653403282,0.46695080399513245,0.0022175386548042297
21652,50,0.3703618794679642,0.3720485270023346,0.0016866475343704224
6970,50,0.3749663531780243,0.37708593159914017,0.0021195784211158752
35190,50,0.6213786005973816,0.624061718583107,0.002683117985725403
50780,50,0.46272072196006775,0.46465790271759033,0.001937180757522583
45620,50,0.49317672848701477,0.49835705757141113,0.005180329084396362
27323,50,0.4725944921374321,0.4779609814286232,0.005366489291191101
51581,50,0.44600576162338257,0.45024049282073975,0.004234731197357178
7163,50,0.568777933716774,0.5722187161445618,0.0034407824277877808
50828,50,0.43633003532886505,0.43861865252256393,0.002288617193698883
53785,50,0.6128796190023422,0.6161003261804581,0.0032207071781158447
1851,50,0.630089521408081,0.6315896213054657,0.0015000998973846436
29558,50,0.5733981430530548,0.5754747986793518,0.002076655626296997
59471,50,0.4637853354215622,0.46714282035827637,0.0033574849367141724
59462,50,0.450741745531559,0.45347151905298233,0.00272977352142334
