label,split,image_id,donor_id,condition,candidate,path,sha256,noise_sha256,guidance,clip,pixcorr,ssim,model_sha256
H5000,train,40682,38942,correct,1,correct/40682-1.png,16de4c731a8bce7aa7a573519cb22ed738ea12ef1bca02ffa4c8bfb31d590670,6490897e817774a341cca2ee5aba081e04f285f50e6f0a1474fc3ccbd4a33f68,,0.786810040473938,0.5985790144457565,0.4468574270284275,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,40682,38942,wrong,0,wrong/40682-0.png,54a8c737141700bcc32da0b73534e8b532a7770f0aa6a7fc09ca86a46d1706fe,6490897e817774a341cca2ee5aba081e04f285f50e6f0a1474fc3ccbd4a33f68,,0.5071634650230408,0.015502043064355726,0.4092967008349102,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,40682,38942,wrong,1,wrong/40682-1.png,1a62d4bcd9d73025dfda27444a580a8a4dbfde6c1a804feb69d4744968d6c686,6490897e817774a341cca2ee5aba081e04f285f50e6f0a1474fc3ccbd4a33f68,,0.47535109519958496,0.16655720162238966,0.4871800087577424,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,38942,4905,correct,0,correct/38942-0.png,02ad3b55fd70c035784013423c90479dacdeb997f46f63f7482957589a7310d4,6756f9274e866ca54bb80f773b9ae5ebe24c536f1c5877b0f8c954379b24bd06,,0.5734227895736694,0.20655687075912083,0.4399048211976009,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,38942,4905,correct,1,correct/38942-1.png,a147ab250f91fc627f35a3f3f9126fc7624314fc9ffa4f0d9d28bd6c7e78ae44,6756f9274e866ca54bb80f773b9ae5ebe24c536f1c5877b0f8c954379b24bd06,,0.6768186092376709,0.12323606617722756,0.36689720562885253,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,38942,4905,wrong,0,wrong/38942-0.png,c4a3d72d18b5c48de9a63ac893af725c355a14287b74b33ff079409bc9a251ae,6756f9274e866ca54bb80f773b9ae5ebe24c536f1c5877b0f8c954379b24bd06,,0.6613686084747314,0.09412224718273383,0.383107819315629,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,38942,4905,wrong,1,wrong/38942-1.png,6cd054d08a626f3f0aef358b5391cc9ccc01b0f96f1e6d2fd864f4b4d49e7830,6756f9274e866ca54bb80f773b9ae5ebe24c536f1c5877b0f8c954379b24bd06,,0.6712252497673035,0.14445467145059732,0.30992615358356407,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,4905,17344,correct,0,correct/4905-0.png,40eaabb21c03667f044c9d280d382cb38d4a122738214270799e346d77ea9397,232ae311abc85f162496cc1486aef8d8928ea428f00d77ec4e79c0b70f3aac41,,0.5928514003753662,0.06272440900063037,0.31040521571176377,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,4905,17344,correct,1,correct/4905-1.png,368b3042b0c7011b53848b90ac21f5f100c36746f2f8863b4d5fb13f924b55d1,232ae311abc85f162496cc1486aef8d8928ea428f00d77ec4e79c0b70f3aac41,,0.6210275888442993,0.019209990879970766,0.29210498216874137,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,4905,17344,wrong,0,wrong/4905-0.png,870a57768498c2c091671bb41fe96a367e80525b6376c46e470fb2fb14f87b22,232ae311abc85f162496cc1486aef8d8928ea428f00d77ec4e79c0b70f3aac41,,0.46017178893089294,-0.02942717754844338,0.3586974459118833,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,4905,17344,wrong,1,wrong/4905-1.png,8d2c430660cbe433ee7a76ab27dc19c41ac258f9b9fff527077786b7be8ce5c9,232ae311abc85f162496cc1486aef8d8928ea428f00d77ec4e79c0b70f3aac41,,0.3387310802936554,0.09224123279285797,0.37526237694103937,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,17344,32725,correct,0,correct/17344-0.png,b515e30e6111276112bb2b69284de135e49075abb76d9b422ec6d2a470c27f48,d75f90f3c918af7779f08413e1b2dfa9f0b7ab7532546f74ce58b50b36b8817d,,0.6294047236442566,0.15418847555757453,0.2128204851497494,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,17344,32725,correct,1,correct/17344-1.png,6ded58c0c3e2a1b364293f3611e1b84e6adfa48e9aa4b04d0eb06933cd9a6886,d75f90f3c918af7779f08413e1b2dfa9f0b7ab7532546f74ce58b50b36b8817d,,0.49354884028434753,-0.031177331332946562,0.15088901362061274,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,17344,32725,wrong,0,wrong/17344-0.png,c3133050733f7b3fe0ab0a16aa51cae42e2d658793d49ed85baf7f5625d9d279,d75f90f3c918af7779f08413e1b2dfa9f0b7ab7532546f74ce58b50b36b8817d,,0.5062674283981323,-0.025957244688329485,0.16245455006578563,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,17344,32725,wrong,1,wrong/17344-1.png,292a1bca7f1a09a944265532f72a6cbf4ab4f8c704bab212a7f1c76e2b7f411e,d75f90f3c918af7779f08413e1b2dfa9f0b7ab7532546f74ce58b50b36b8817d,,0.5417699217796326,-0.07947870557450401,0.08705517034211249,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,32725,28449,correct,0,correct/32725-0.png,7af3bd612f6be9f14b39cb188bc0f22abda18633e0dd850c02654365dc2a01f1,30cb1309cb356060719cfdd1a31df932276e218be091252aa0a0840e43a975a0,,0.8643750548362732,-0.15482517978112434,0.14225403803789863,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,32725,28449,correct,1,correct/32725-1.png,ee168ff5201c08502961da99866424edacf64013ded0d144b0e3e91c1d0262be,30cb1309cb356060719cfdd1a31df932276e218be091252aa0a0840e43a975a0,,0.8529539704322815,-0.1744068929685284,0.14231807464523433,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,32725,28449,wrong,0,wrong/32725-0.png,e76a3e939e355db2ed237c6bf49cc24ab3c1584f283dc2c4281fce66fd92db2b,30cb1309cb356060719cfdd1a31df932276e218be091252aa0a0840e43a975a0,,0.6247953772544861,0.23803967409198212,0.18062024640617855,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,32725,28449,wrong,1,wrong/32725-1.png,0bb763351614c9fbbc6243784a175fe4788e402fe70b85253560e92fcaca54f6,30cb1309cb356060719cfdd1a31df932276e218be091252aa0a0840e43a975a0,,0.6183829307556152,-0.41925820225878657,0.17439232060774193,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,28449,4723,correct,0,correct/28449-0.png,fd54a9aa0770113bcbd327d0ee4d5aa9c621a5f049e5818fb1ee893c177c48ba,90d88f3ceba98dfa2fef3ccc0ef7371f2f798a6d92f3a246b5683fc6f9692144,,0.5952264666557312,-0.09396239838781303,0.46747953229502476,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,28449,4723,correct,1,correct/28449-1.png,aefa491d6c5b8efedf2099f5da34c5a3749533f40ff6be462d3776193e4295b9,90d88f3ceba98dfa2fef3ccc0ef7371f2f798a6d92f3a246b5683fc6f9692144,,0.5691174864768982,-0.24620747946847468,0.4375970041506834,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,28449,4723,wrong,0,wrong/28449-0.png,7651fde26750291249e35c1fe1d45fadb2b55f179898e48812b41beb145ffd23,90d88f3ceba98dfa2fef3ccc0ef7371f2f798a6d92f3a246b5683fc6f9692144,,0.5110196471214294,-0.021350105510615877,0.2735088729677684,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,28449,4723,wrong,1,wrong/28449-1.png,993b038db86c62e1e3fe141b29a713b29db42e6f74e4acd91a8a811f01cf70eb,90d88f3ceba98dfa2fef3ccc0ef7371f2f798a6d92f3a246b5683fc6f9692144,,0.5672750473022461,-0.13255587237348235,0.33073894833516454,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,4723,70126,correct,0,correct/4723-0.png,61e48211adac983487454f6a189f8a734dce8076e6c416390d6f9901f0016184,9b2d92a8a3a0047433a0e8cca9e67818d62ddbeef410226b718fcc0322330a93,,0.3748152554035187,0.007229425376492603,0.3041202654881364,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,4723,70126,correct,1,correct/4723-1.png,2f787f96eeea4581d63d3d33c32fcf9694ddd8d75bc7f5532a93785803efbd05,9b2d92a8a3a0047433a0e8cca9e67818d62ddbeef410226b718fcc0322330a93,,0.611854076385498,-0.09720974747156091,0.28051048068625256,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,4723,70126,wrong,0,wrong/4723-0.png,0138780d2c832ed1f52d7e7fd3a3080520f12bc9e3c7e59d36e805c812bca89c,9b2d92a8a3a0047433a0e8cca9e67818d62ddbeef410226b718fcc0322330a93,,0.538528561592102,0.0025554523200164688,0.3837618162773488,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,4723,70126,wrong,1,wrong/4723-1.png,0382e5b910e0bc6d26e86b100805e1306985d0272bc993b769fb054943995f6a,9b2d92a8a3a0047433a0e8cca9e67818d62ddbeef410226b718fcc0322330a93,,0.5730857849121094,-0.11194879096122237,0.3342065801364071,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,70126,26393,correct,0,correct/70126-0.png,e8188f1251d8212bb3cdb21c71229949d107ff8023216e803fe3a47b5cd44124,771c06d63c9d651090499055b39e8c422b32ab0e89b8878983be0d8b35226c9d,,0.584720253944397,-0.004637830879291167,0.2930244067708753,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,70126,26393,correct,1,correct/70126-1.png,7526afd0789dee113c087a6d16b86657a35868e8eca162a05950c4ca42512c80,771c06d63c9d651090499055b39e8c422b32ab0e89b8878983be0d8b35226c9d,,0.4329167604446411,-0.22477605316861085,0.22854799585174645,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,70126,26393,wrong,0,wrong/70126-0.png,6c0d72e3249c32df80c7c17c15d3e9dde3496a336dfe9a68752e60952e993f28,771c06d63c9d651090499055b39e8c422b32ab0e89b8878983be0d8b35226c9d,,0.49220559000968933,-0.11991802713478542,0.2887401610851805,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,70126,26393,wrong,1,wrong/70126-1.png,223d774e81ab602ef25a210018e414e351e71cc928d9bd93acfe1fecec9ebcab,771c06d63c9d651090499055b39e8c422b32ab0e89b8878983be0d8b35226c9d,,0.4739295244216919,0.04620932403238827,0.2807369567287431,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,26393,33748,correct,0,correct/26393-0.png,b98c641cce73a11ab68491f8d293e39a69ce19de11eed51a8e87f76bb20d8092,0019d2d1ccc1627f42428b0f1cd396e261b1006a37d9c6990b31189dc07e534f,,0.7346932888031006,-0.022962463718311416,0.5582487438381819,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,26393,33748,correct,1,correct/26393-1.png,d2b82a5d29255ed4a2c51357fd8cd920806169ec4f4b842ab2acbb145b72c5cc,0019d2d1ccc1627f42428b0f1cd396e261b1006a37d9c6990b31189dc07e534f,,0.6819449067115784,0.027167832142720966,0.48999470013873636,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,26393,33748,wrong,0,wrong/26393-0.png,bf6c67587feb450074cce272d83f848dd88a7885b467acdfb8603dbcb17bb3c9,0019d2d1ccc1627f42428b0f1cd396e261b1006a37d9c6990b31189dc07e534f,,0.5158313512802124,0.2893412214570814,0.40160971339257073,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,26393,33748,wrong,1,wrong/26393-1.png,861a2bc013b1e9ceeb7f7b56691483ba25ad2ecfbe1b1ffcfa534dd356d2a63c,0019d2d1ccc1627f42428b0f1cd396e261b1006a37d9c6990b31189dc07e534f,,0.5792087316513062,0.2993582760459318,0.36807043686609797,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,33748,57293,correct,0,correct/33748-0.png,b4f8239a1c4ece60153532f1f1e8c0418c7b47bc4d61f8a8e9608b1e62bb78c1,ea12a6e5334d683616001b6e1d93e997a3eb53d67412edf2f0a4c6526ff5b880,,0.9139186143875122,0.5332560899490973,0.31665597655142047,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,33748,57293,correct,1,correct/33748-1.png,cebf89898d512d34b861c8b6280af4f7a6cfc8fcaae5036c7022505a6f3b4126,ea12a6e5334d683616001b6e1d93e997a3eb53d67412edf2f0a4c6526ff5b880,,0.9358025193214417,0.5349653270761023,0.31773170755817254,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,33748,57293,wrong,0,wrong/33748-0.png,0f44df8c573044c8006d531c245be8f0099fbf2a33b898a46da3359c09fd0b61,ea12a6e5334d683616001b6e1d93e997a3eb53d67412edf2f0a4c6526ff5b880,,0.5985443592071533,0.057957345604842066,0.18796148893645578,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,33748,57293,wrong,1,wrong/33748-1.png,2477f0ec3bb3addf54661faa00491d6188c399400ed823ca8e378800d68b758f,ea12a6e5334d683616001b6e1d93e997a3eb53d67412edf2f0a4c6526ff5b880,,0.5989685654640198,0.20434426041769924,0.21452234641044152,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,57293,20217,correct,0,correct/57293-0.png,fa9ac2de5186a71386ccad64dfa0f1b669576f7d7e325b14ad1be8a5d8cc87cf,2ce3fbbaf3262abce9abef7120e90ccb53908017cf443112e22b9f7e8cb94ef1,,0.6827272176742554,0.20873303272593294,0.19289703265627126,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,57293,20217,correct,1,correct/57293-1.png,3b7f35b7b96e4c60c4a6b93eee4e34c0e1eb4be14e586d66b89ab4696e13596c,2ce3fbbaf3262abce9abef7120e90ccb53908017cf443112e22b9f7e8cb94ef1,,0.7523001432418823,-0.10821118320516214,0.19445291918771324,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,57293,20217,wrong,0,wrong/57293-0.png,c4b74f5e8a4c84e3aba3ebb6bb230ab441c1b44eceefdbe74b938f4e31616685,2ce3fbbaf3262abce9abef7120e90ccb53908017cf443112e22b9f7e8cb94ef1,,0.5654186606407166,-0.09638637576455444,0.25252933940507977,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,57293,20217,wrong,1,wrong/57293-1.png,beb5d6237ba8052f06b9473e487038c8e8d1a78984e0a106731dc28bfcff598f,2ce3fbbaf3262abce9abef7120e90ccb53908017cf443112e22b9f7e8cb94ef1,,0.5937646627426147,-0.31689446493057666,0.16469723597902086,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,20217,15879,correct,0,correct/20217-0.png,bca506dbf0b3f6975892b23ab355e8c04647f338793c7d6e83c485069e28f4bb,9bb0eb851e424337b776988233bca0f9b0b9703bdb62158841eefc42f9e34149,,0.6260864734649658,0.08821005135003589,0.28742330194299276,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,20217,15879,correct,1,correct/20217-1.png,163483f97b78796dea1e9c57a77fea801a7b2ae17b9cee0fb87b1c643e53150b,9bb0eb851e424337b776988233bca0f9b0b9703bdb62158841eefc42f9e34149,,0.6633453369140625,-0.006366147619467239,0.3067030962565626,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,20217,15879,wrong,0,wrong/20217-0.png,1f59ad5ff818a1e0d6e03ce70eb36585500270b8ef28d5b9d37411d24b503fe0,9bb0eb851e424337b776988233bca0f9b0b9703bdb62158841eefc42f9e34149,,0.6019898056983948,0.28093580593487333,0.3064371450000839,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,20217,15879,wrong,1,wrong/20217-1.png,0a89eac5bbec299acd85add0b8c3669c9ca629a4d6f67598e4c5ebba2a872ae9,9bb0eb851e424337b776988233bca0f9b0b9703bdb62158841eefc42f9e34149,,0.597015917301178,-0.07391950748349276,0.2889072610084297,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,15879,69036,correct,0,correct/15879-0.png,b9827d47607f3f7bf5bd77e18465655be0dfcf5e92cf598c0794fb0225279709,4f7529cc349f0c11166395691ea3a37adcf291e281069f184da9b7340fc99034,,0.6717237830162048,0.11882354626773088,0.2052885309717506,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,15879,69036,correct,1,correct/15879-1.png,18a5ce6504c600029ce112de3cea22824dfcc568ca05e7dd27bdd32aa3f6efc9,4f7529cc349f0c11166395691ea3a37adcf291e281069f184da9b7340fc99034,,0.7296557426452637,0.023802614132554557,0.17811502082443859,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,15879,69036,wrong,0,wrong/15879-0.png,44d5f18adb9195cfd327c13d9a23898a572022f323852a8c3a56ca3c27df035a,4f7529cc349f0c11166395691ea3a37adcf291e281069f184da9b7340fc99034,,0.49139541387557983,0.23974518618870014,0.19757579447572324,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,15879,69036,wrong,1,wrong/15879-1.png,41e7214ca18a26a6f23ede22a87aa0ceacab8a7488d6b13fd620ffb58cfaac9c,4f7529cc349f0c11166395691ea3a37adcf291e281069f184da9b7340fc99034,,0.4979315996170044,0.1667130980629747,0.14908366978749277,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,69036,3625,correct,0,correct/69036-0.png,094c1a94b1f29436bc11529435435077828fb2ee1e0f3bf36c6f0bd2c8779710,1acec16aba650738ce719ea1e3bbdffbf0ec38d66415cd99991204bc1cc04fb5,,0.9036694765090942,0.3573146705129405,0.324190098710251,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,69036,3625,correct,1,correct/69036-1.png,932bbaf64086292093a7283238b0d13ef3ec3b37a9efda541a3f5d0a52fc56b8,1acec16aba650738ce719ea1e3bbdffbf0ec38d66415cd99991204bc1cc04fb5,,0.9005814790725708,0.5278388450761566,0.3521051274828693,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,69036,3625,wrong,0,wrong/69036-0.png,1871978f2e9226efb1306b0303dc585131b1ce486bf8e240c1f958d8c7a96e2b,1acec16aba650738ce719ea1e3bbdffbf0ec38d66415cd99991204bc1cc04fb5,,0.6386628746986389,-0.08670571918882931,0.1761792261518836,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,69036,3625,wrong,1,wrong/69036-1.png,f22fb2a6b61ecc5c900a549534d9df9ab9ffa3df0398982d650e5e915c3b4978,1acec16aba650738ce719ea1e3bbdffbf0ec38d66415cd99991204bc1cc04fb5,,0.6116434335708618,-0.03249625279168021,0.23004623479883976,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,3625,23696,correct,0,correct/3625-0.png,3791e1ee618d1379645e2114349b70d8d2b5d0ff21decb016188b7356f74a4d5,d9a5c95b29350d57eb94358eb9a21cd680af72d44f9a1759000eaf57a7e92392,,0.7254207134246826,-0.09917998310454745,0.1695956447584802,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,3625,23696,correct,1,correct/3625-1.png,1e2525d086624a4e94debecb0088cf130e951c3449b5d3b7ab1a7c336f1963ab,d9a5c95b29350d57eb94358eb9a21cd680af72d44f9a1759000eaf57a7e92392,,0.689306378364563,-0.16580800090492553,0.12184150104196405,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,3625,23696,wrong,0,wrong/3625-0.png,126784844d1d8b2daf69bda4076a8d065c77760b51aa929debf880ce8a680d59,d9a5c95b29350d57eb94358eb9a21cd680af72d44f9a1759000eaf57a7e92392,,0.58577960729599,-0.2344957508822036,0.20480399393877904,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,3625,23696,wrong,1,wrong/3625-1.png,ff555c5f4dbb829b18ca1672416232e09cafef668982a5dc23a13d49b848baa8,d9a5c95b29350d57eb94358eb9a21cd680af72d44f9a1759000eaf57a7e92392,,0.5728780031204224,-0.13947774300991475,0.2788938249142023,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,23696,44010,correct,0,correct/23696-0.png,42d4e6608cc28767703bfbf010811abe3d8c4c2e2153d66a9c0becd77069bc8d,2fd882d695c4a24c1f03243124fd54f215d1c687123a46ba99d6ef66f4bf0827,,0.5682421326637268,-0.5970572203598538,0.46684314662626364,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,23696,44010,correct,1,correct/23696-1.png,0c41c56a7af68ee3b8a87e54b6b2eee0d0f4e3622da4e7f7bf9554f9bdaa1337,2fd882d695c4a24c1f03243124fd54f215d1c687123a46ba99d6ef66f4bf0827,,0.5935962796211243,0.09446779047947448,0.5737409532319808,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,23696,44010,wrong,0,wrong/23696-0.png,10083fa9e3da1082c35474c3548a9042aef020d97c63afdaf0102c9d1a5ba11a,2fd882d695c4a24c1f03243124fd54f215d1c687123a46ba99d6ef66f4bf0827,,0.5557911396026611,-0.543352578962638,0.34447852676544294,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,23696,44010,wrong,1,wrong/23696-1.png,14d68d1e36f0aba4dfb4edd56526744e8fb67b2cc07500263f785baa46aab27b,2fd882d695c4a24c1f03243124fd54f215d1c687123a46ba99d6ef66f4bf0827,,0.5412786602973938,0.40079388591762954,0.5067377835487648,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,44010,21652,correct,0,correct/44010-0.png,09c5ceab7bb90ee44ab304c0b9dc29e7bc28725d30a153914c58f80863b9131a,35aa86981174181a98b4ce51d8b65a8bd0f95c2ceec4818494682c0873f3225b,,0.6779943108558655,0.07480350084246977,0.3360540191125392,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,44010,21652,correct,1,correct/44010-1.png,608c34b44d07a8baa795a9d8157da7b79c48831d96d99a677e2f517fa7429801,35aa86981174181a98b4ce51d8b65a8bd0f95c2ceec4818494682c0873f3225b,,0.7223437428474426,0.12814461449261033,0.3922326868807647,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,44010,21652,wrong,0,wrong/44010-0.png,44ce7519fd323c8b3482983529bcb469d4d1d2f0eca16d3b5c187279d1ab053e,35aa86981174181a98b4ce51d8b65a8bd0f95c2ceec4818494682c0873f3225b,,0.5585557222366333,0.012752634544789183,0.3671781293404947,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,44010,21652,wrong,1,wrong/44010-1.png,d077d9d53bd1b52396210d6bcd7f367e9d309c766625687983445361c33ba692,35aa86981174181a98b4ce51d8b65a8bd0f95c2ceec4818494682c0873f3225b,,0.6008368134498596,0.16332957449340565,0.41664604055161303,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,21652,6970,correct,0,correct/21652-0.png,2de2d90f5501c22c7d6b3a443ed103044420b402047b8e7979c45ca47735d524,deca6335f8f41d705a173f0a516e337acfc6c53d86d5870f07649aa25f90a597,,0.6540316939353943,0.040969181822109554,0.3140065958661368,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,21652,6970,correct,1,correct/21652-1.png,1168ec89deddefca04c90882f38fcf75fcca7131ee61f4db0c0ec700109ee725,deca6335f8f41d705a173f0a516e337acfc6c53d86d5870f07649aa25f90a597,,0.5660607814788818,0.15343361010848586,0.32055993382012143,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,21652,6970,wrong,0,wrong/21652-0.png,efaa019696fa43ac8ef7e6b9c2c505ff3fa17f41cb8fe1c842785fcbf53958f6,deca6335f8f41d705a173f0a516e337acfc6c53d86d5870f07649aa25f90a597,,0.6191311478614807,0.09855103231963257,0.35625220154484366,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,21652,6970,wrong,1,wrong/21652-1.png,d05499909c42f11571fa286921c68e58822a945e1d4174762c47a848258b21e1,deca6335f8f41d705a173f0a516e337acfc6c53d86d5870f07649aa25f90a597,,0.6130243539810181,0.19758409984123326,0.32254761892868355,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,6970,35190,correct,0,correct/6970-0.png,827097290f6f3f879c74398d8ce639b43f54786141c47073d76b0b0c4e0b5e12,7b6545b71671e9b1cdbb3e8f1f39d98a09c15c1547791b5eb984bee429ac7e4c,,0.5209919810295105,-0.3494517663411054,0.5503307073446113,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,6970,35190,correct,1,correct/6970-1.png,df2b8e06c5321ce88679d57b2eefd430f6016e988d5e6bd0f1b5ad9857758711,7b6545b71671e9b1cdbb3e8f1f39d98a09c15c1547791b5eb984bee429ac7e4c,,0.6001805067062378,0.02813009185853983,0.5568500812105643,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
H5000,train,6970,35190,wrong,0,wrong/6970-0.png,cf98adaa7f03d645c3e2b236d54f8777f59db4c9ef24c05a3e82df62474014bf,7b6545b71671e9b1cdbb3e8f1f39d98a09c15c1547791b5eb984bee429ac7e4c,,0.5702071189880371,0.08461180854216002,0.40074392554047195,5a2ee73a5ab51674e36dffb8d4cd15aa5900236477a66d12bacbc1f16fdae65f
