label,split,image_id,donor_id,correct_clip,correct_pixcorr,correct_ssim,wrong_clip,wrong_pixcorr,wrong_ssim,advantage_clip
H1000,train,4723,70126,0.5556905269622803,0.03926895948949691,0.2874838903310393,,,,
H1000,train,70126,26393,0.6746432483196259,-0.07371735255660919,0.2748752214128582,,,,
H1000,train,26393,33748,0.7384637594223022,-0.040039078610520314,0.5204046701664753,,,,
H1000,train,33748,57293,0.8631925582885742,0.5573825099704107,0.30523105486155433,,,,
H1000,train,57293,20217,0.7549150288105011,-0.017961730964684952,0.19838027430506588,,,,
H1000,train,20217,15879,0.6599206030368805,0.06960476828128068,0.2950121003707683,,,,
H1000,train,15879,69036,0.7121220529079437,0.1645985045722525,0.2347146553928532,,,,
H1000,train,69036,3625,0.9106886684894562,0.553996408212924,0.3566560894824181,,,,
H1000,train,3625,23696,0.7312759160995483,-0.08786971392355433,0.1679769937248139,,,,
H1000,train,23696,44010,0.5872701108455658,-0.1560578508515254,0.543599288188279,,,,
H1000,train,44010,21652,0.7141269743442535,0.17915893246703984,0.3993488170256574,,,,
H1000,train,21652,6970,0.653193473815918,0.16240437859630236,0.3132079701377575,,,,
H1000,train,6970,35190,0.5629328191280365,-0.2540837797167065,0.5088892790946273,,,,
H1000,train,35190,50780,0.6378333568572998,-0.0565317787457086,0.184804927369968,,,,
H1000,train,50780,45620,0.7601352035999298,0.34720182998410254,0.4293248548399622,,,,
H1000,train,45620,27323,0.8950030505657196,0.15214078773533393,0.30048575805358807,,,,
H1000,train,27323,51581,0.652979701757431,0.11851958820443284,0.3268593314498297,,,,
H1000,train,51581,7163,0.6644856035709381,-0.0028831225529723087,0.3933532640698998,,,,
H1000,train,7163,50828,0.6340611279010773,0.012225809898968312,0.31495051985566974,,,,
H1000,train,50828,53785,0.8043549656867981,-0.03516544861968733,0.425416145230621,,,,
H1000,train,53785,1851,0.6169314980506897,0.028954484916022913,0.30071324943083455,,,,
H1000,train,1851,29558,0.8064292371273041,0.07181357459015518,0.26999711411428123,,,,
H1000,train,29558,59471,0.6525288820266724,0.1760213656091232,0.2024240095140198,,,,
H1000,train,59471,59462,0.6609379649162292,0.225172562858815,0.306365094502847,,,,
H1000,train,59462,16584,0.7817472815513611,-0.021445794154288378,0.2383396886950837,,,,
L1000,train,16584,40682,0.5338752120733261,-0.0052436552342265755,0.0800107117079673,,,,
