image_id,PixCorr,SSIM,AlexNet2,AlexNet5,Inception,CLIP_identification,EfficientNet,SwAV
95,-0.0816555821571913,0.5095765603086861,84.5691382765531,95.99198396793588,95.79158316633266,96.69338677354709,0.6128887895819577,0.3391200215614702
204,-0.0882378213322796,0.15254069118073965,67.53507014028057,98.29659318637275,98.69739478957916,99.49899799599199,0.8024727472784021,0.43728662625670456
318,0.08110001786339197,0.43236701139301836,60.02004008016032,66.73346693386773,89.97995991983967,85.17034068136272,1.014657466234277,0.6020000527533623
356,0.11908018954776949,0.27075906907338204,90.6813627254509,66.93386773547094,92.18436873747495,93.38677354709418,0.9110194966801164,0.6146107535214693
425,0.10231609732157224,0.1970380858130017,90.38076152304609,90.78156312625251,88.37675350701403,87.27454909819639,0.8788459889123487,0.594765719510663
458,-0.0456046998464033,0.23323570236177027,89.97995991983967,96.8937875751503,92.18436873747495,93.687374749499,0.9188465276675339,0.3784072741067016
637,0.09438204027043044,0.39834623756488063,96.99398797595191,92.58517034068137,28.1563126252505,26.753507014028052,0.9690958820585779,0.5962918193346516
709,-0.0442040013209933,0.2559108747197063,32.56513026052104,77.05410821643287,98.19639278557113,98.89779559118236,0.5462742526908184,0.48475592552576124
868,-0.04143366876431248,0.06903386421638336,74.34869739478958,74.54909819639279,24.549098196392787,69.73947895791582,0.9852186263302156,0.5334252101559963
1015,-0.06064976772092406,0.5615138509278774,97.59519038076152,96.79358717434869,98.79759519038076,98.59719438877755,0.4716010411781366,0.43922034850685543
1288,0.41404368550771775,0.38310227011950526,98.99799599198397,99.29859719438878,99.09819639278557,99.19839679358716,0.6132430817574532,0.2924092407199872
1589,-0.017032689856507632,0.2729940334478132,58.91783567134269,69.53907815631263,93.28657314629258,81.4629258517034,0.7663334100638086,0.45141588999946736
1744,0.6702119715951012,0.3922137018780535,99.29859719438878,90.38076152304609,100.0,100.0,0.7559588644134265,0.3043843945401134
1818,-0.07325613024759514,0.09572920262715086,57.11422845691383,55.41082164328657,90.28056112224448,60.921843687374746,0.9621163295009714,0.6283578817879234
2070,0.03493430266507938,0.25079400699463883,67.23446893787575,81.4629258517034,96.49298597194388,68.8376753507014,0.7076845296709624,0.4356696489475322
2125,0.07102693762552793,0.3733741390074994,53.40681362725451,95.49098196392785,86.27254509018036,49.498997995991985,0.9600528193608272,0.5637586232182501
2327,0.17768305821649075,0.3971562479602273,55.11022044088176,69.93987975951904,78.65731462925851,78.45691382765531,0.9653469085395914,0.5992099712722888
2737,-0.0015779739811861392,0.10327853919995877,97.0941883767535,94.58917835671343,82.66533066132264,96.79358717434869,0.7140354541075746,0.40002677445797186
2795,-0.061312832461466835,0.21553157291643127,85.47094188376752,96.29258517034069,84.86973947895791,99.49899799599197,0.909566872507249,0.4952158979706959
2980,0.009959921448645123,0.07926978683745163,86.77354709418837,99.79959919839679,99.59919839679358,99.29859719438878,0.6200518478307654,0.46265308326299004
3338,0.4635202429375402,0.36904215843622945,91.88376753507013,90.4809619238477,49.8997995991984,78.45691382765531,0.9486241348953709,0.6067288875797598
3344,0.09789008840766428,0.20181698640778634,63.72745490981964,68.33667334669339,41.78356713426854,39.97995991983968,0.9692354951751319,0.6516018708706905
3368,0.0500805466003506,0.19340304987799525,82.36472945891784,95.29058116232466,94.38877755511022,97.49498997995991,0.9299920022500967,0.5563701418251197
3731,0.1864646608045412,0.42934115687847846,92.68537074148296,86.97394789579158,98.89779559118236,57.41482965931864,0.867543766270898,0.45026701613199516
3803,0.43043014053280737,0.5243321946437991,65.83166332665331,87.6753507014028,95.09018036072143,27.655310621242485,0.6369424862450167,0.3633129368556342
4292,-0.0032917205426568935,0.3504756116651462,77.25450901803607,80.46092184368737,96.59318637274549,77.55511022044088,0.8990890081416244,0.41720801619316783
4409,0.12111210094371705,0.28611083596960163,84.4689378757515,99.39879759519039,99.19839679358716,96.39278557114228,0.836086707994849,0.4951746782699924
4476,0.14702004345762465,0.4810175101926034,66.03206412825651,81.062124248497,86.67334669338678,81.1623246492986,0.8677638331124073,0.42242970055882095
4509,-0.021387669365039323,0.15412417522573787,98.99799599198397,94.98997995991985,52.50501002004008,92.18436873747495,0.8602022996934747,0.44074122604219285
4927,0.12288279713736969,0.26993672444714023,81.2625250501002,62.02404809619239,97.0941883767535,88.77755511022045,0.8060759755154203,0.5016497025324146
4967,0.018315888564326893,0.32253401330196296,89.47895791583167,96.49298597194388,99.59919839679358,97.1943887775551,0.6207925298918615,0.3811533690516217
5340,-0.2892714695924475,0.11727319416951174,84.96993987975952,58.31663326653307,99.59919839679358,99.79959919839679,0.7734431742039587,0.49255718487739
5582,0.15369780841145647,0.64584801096308,88.07615230460922,99.19839679358716,99.6993987975952,99.59919839679358,0.3203068156966473,0.24284304808563167
5656,-0.020051479926603756,0.15321811423795856,29.35871743486974,95.99198396793588,66.53306613226454,73.74749498997996,0.987113241986438,0.5774022955541491
5683,0.03502134505359083,0.29762711175209855,59.018036072144284,55.91182364729459,43.587174348697395,98.39679358717434,0.8412306252324964,0.4587912908381955
5790,-0.31497224821262326,0.2013519498241227,14.729458917835672,77.65531062124248,92.48496993987976,92.88577154308618,0.924889590751294,0.6275802893348347
5929,-0.09376156708832385,0.3645373667088945,85.97194388777555,93.18637274549098,90.38076152304609,79.75951903807615,0.8163917946628099,0.42527471079664714
6315,0.28712765074348967,0.37635224127486244,69.83967935871743,69.83967935871743,89.67935871743487,97.89579158316633,0.904882934453298,0.5118345586831634
6360,0.05681252404631158,0.20551787161309243,88.47695390781564,67.93587174348697,80.36072144288576,95.79158316633267,0.92217474266582,0.4916165180222001
6454,0.04254062977487989,0.19076509546293877,74.8496993987976,92.48496993987976,95.89178356713427,91.38276553106212,0.6056494822149323,0.4041840811150835
6603,0.13157475908914243,0.16554526058179614,56.212424849699396,91.98396793587173,45.29058116232465,61.42284569138276,0.9874162506697854,0.6476029614161257
6750,0.19810479907426803,0.4077020846045142,94.18837675350701,99.49899799599199,98.19639278557113,96.8937875751503,0.7535531632953617,0.4705716871967531
6759,-0.051587579620063224,0.34575370949752404,87.27454909819639,99.6993987975952,99.49899799599199,97.99599198396794,0.41224989252619076,0.23930288705468938
6770,0.05596880748661848,0.23008171957278883,48.19639278557115,83.86773547094188,96.99398797595191,99.09819639278557,0.5410455380583697,0.3826400383799476
6991,-0.05312982297673445,0.12205805649818136,84.76953907815631,70.64128256513027,20.64128256513026,91.58316633266533,0.973460619388341,0.4699306502328517
7306,0.07232120453217539,0.23781072096324624,57.815631262525045,93.48697394789579,96.09218436873748,77.25450901803606,0.7727024143600825,0.4607821739207561
7355,-0.08244591096013024,0.09138280867973686,65.7314629258517,74.14829659318637,70.74148296593187,55.010020040080164,0.9542614065120332,0.5336288340272831
7899,0.04060744115874358,0.20680248379670624,66.73346693386773,79.85971943887776,96.8937875751503,98.09619238476954,0.7251050457350312,0.43029705140738983
8061,0.14497151871873104,0.19753636246085082,98.19639278557113,98.99799599198397,97.29458917835672,66.93386773547094,0.7510965660992059,0.39697800905292496
8215,0.21447175868252977,0.2239522875360374,64.82965931863728,94.28857715430861,88.17635270541082,98.09619238476954,0.740557746166178,0.524898293145057
8234,0.0746312497802335,0.23564198465165515,78.1563126252505,90.98196392785572,94.0881763527054,97.39478957915831,0.868459885800464,0.4792228220559614
8238,0.08717148624497069,0.3629180795931715,28.056112224448896,71.9438877755511,77.05410821643287,98.79759519038076,0.8653800963058151,0.623296354011966
8275,-0.053756004199996564,0.3691760854590217,19.338677354709418,64.52905811623246,94.28857715430863,81.26252505010021,0.8375288374975172,0.5727440807205775
8367,0.6434454465257842,0.4870878351578518,99.6993987975952,99.59919839679358,97.0941883767535,97.89579158316633,0.7193389085997586,0.31258775842518516
8828,-0.00046341093937497975,0.2700310529813392,50.30060120240481,58.116232464929865,95.29058116232466,98.39679358717436,0.8127887126473899,0.4733299792134423
8862,-0.022050026248573867,0.246745808488136,92.28456913827657,96.99398797595191,97.29458917835672,99.89979959919839,0.736313520488949,0.5151234202076898
8926,0.09402903129144552,0.18413544621108868,96.99398797595191,98.19639278557113,96.6933867735471,76.95390781563125,0.7241298866642922,0.44548675644812147
9188,0.05620003165959268,0.4223650321749175,73.44689378757514,98.79759519038076,74.04809619238476,98.29659318637275,0.7818537817362883,0.3183980158595256
9298,0.060996792252980894,0.24523229064517016,71.7434869739479,99.09819639278557,98.59719438877755,97.79559118236472,0.7209019106426418,0.37020501914749704
9376,0.19294738501043096,0.5796569038241581,78.75751503006012,95.89178356713427,96.09218436873748,98.09619238476954,0.5342985211340372,0.2634788908945954
9712,-0.0408552812075781,0.12028823862136906,50.80160320641283,46.49298597194388,70.94188376753507,16.33266533066132,1.0117622896868133,0.6785325571667418
9877,0.11904174114537064,0.3179687664862254,67.83567134268537,99.09819639278557,98.79759519038076,98.69739478957916,0.7093092571143014,0.36764702890091167
10115,0.348753884783524,0.49779114708634425,57.61523046092184,61.82364729458918,72.04408817635272,70.34068136272546,0.9353539538745357,0.6184753559402036
10191,-0.06373439093806235,0.5642644949862872,95.09018036072143,99.79959919839679,98.59719438877755,99.29859719438878,0.35560058663654537,0.30943318439332873
10361,0.050955216919179924,0.22123116897106399,88.97795591182364,94.98997995991985,87.27454909819639,64.72945891783567,0.8919319536414568,0.48419662210271464
10602,0.4716298550194219,0.23478131390827298,55.51102204408817,88.17635270541082,96.79358717434869,95.09018036072143,0.9673921349252206,0.5693649218494435
10622,-0.04644496976593856,0.3185610149745405,43.88777555110221,93.38677354709418,64.52905811623246,95.39078156312624,0.9649621139610625,0.6300129623900406
11050,0.1899207356775401,0.32342896798871945,73.64729458917836,89.07815631262525,96.39278557114228,90.78156312625251,0.6656882345601514,0.3616508164869511
11274,0.28782346157428484,0.32320867355946475,55.51102204408818,82.76553106212424,84.16833667334669,90.28056112224449,0.9510276953901522,0.5498460744418476
11493,-0.08158270400065662,0.17536680057468199,31.763527054108216,38.17635270541082,98.99799599198397,95.49098196392785,0.749088054497322,0.49142173922627447
11757,0.14412912862761354,0.17284904220867608,80.26052104208418,91.48296593186373,75.35070140280561,94.78957915831663,0.9119173073570673,0.3167804405698507
11886,0.3012136230512376,0.37466127346786327,82.16432865731463,88.57715430861722,97.09418837675351,96.6933867735471,0.851372450644964,0.3313583445470898
12122,0.06855804544994193,0.3992311218586614,99.49899799599197,99.89979959919839,99.89979959919839,99.89979959919839,0.625024156635262,0.2390414552875192
12225,0.10544587930808591,0.47480471602092483,76.85370741482966,86.97394789579158,36.97394789579158,86.47294589178357,0.9789947494387155,0.4804201342351541
12292,0.04463924958879393,0.2718950634857531,81.76352705410821,91.08216432865731,82.16432865731463,55.210420841683366,0.7768489268408267,0.4255005873647625
12340,0.1043944974577875,0.36444873284737833,56.91382765531062,91.08216432865731,99.09819639278557,98.59719438877755,0.6910845612066877,0.508964977106324
12386,-0.11784267719956468,0.20833404421383422,55.811623246492985,75.95190380761522,98.79759519038076,97.49498997995991,0.7453812376930777,0.6233837646641064
12597,-0.038740675551680925,0.10000276085721693,82.86573146292585,89.17835671342685,91.88376753507013,74.94989979959921,0.8515178894108955,0.47635997078121356
13041,0.044712672579266616,0.27459487933490845,82.46492985971943,93.48697394789579,50.0,92.18436873747495,0.9417948283419717,0.5682304441138397
13134,-0.05057027004036334,0.3258039381715891,82.56513026052104,81.36272545090179,77.95591182364728,62.2244488977956,1.0293893946275792,0.5493255479259691
13223,0.5401150152138812,0.4593393275405837,96.8937875751503,96.49298597194388,63.62725450901804,92.38476953907815,0.8766474277186287,0.3914187146434035
13298,-0.09755604570644914,0.15261345069427332,92.88577154308616,94.78957915831663,93.7875751503006,93.38677354709418,0.6912329073437363,0.40823705179162917
13587,0.3407274182984603,0.22670537210250688,99.79959919839679,99.6993987975952,67.03406813627255,76.55310621242484,1.010512888569667,0.36922692641892935
13703,-0.06805202403028446,0.29054946640222395,26.252505010020037,69.43887775551102,93.48697394789579,89.57915831663325,0.8491328091785462,0.6003007485540436
13741,0.18229988791710405,0.34565362864757876,98.39679358717436,98.99799599198397,95.79158316633266,99.39879759519039,0.5689410655024199,0.31765789837157626
13749,0.012682430628042673,0.17361163192412193,60.320641282565134,96.09218436873746,75.85170340681364,59.519038076152306,0.8978089239208986,0.7140623537965447
13826,-0.1215745823338924,0.41377274391392316,62.324649298597194,94.98997995991985,86.77354709418837,71.14228456913827,0.8675610987364059,0.4649375281674144
13842,-0.018951918492656372,0.42240525030193726,81.56312625250501,87.0741482965932,98.49699398797594,97.89579158316633,0.820644182577354,0.39352977731001526
13879,0.2832377710152166,0.23782854999145497,94.78957915831663,96.49298597194388,63.82765531062124,64.22845691382766,0.8626008468338386,0.4658125072691459
13895,0.25378729046322385,0.1996746032223833,85.77154308617234,95.79158316633266,71.44288577154308,60.921843687374746,0.9499817644592409,0.5144423750132578
13938,0.3753730068213353,0.4471464392053708,92.98597194388776,96.09218436873748,98.99799599198397,99.19839679358718,0.4288695301738825,0.25497032220595733
14049,-0.05234814975906908,0.29620990367894684,67.53507014028057,67.83567134268537,91.18236472945893,95.29058116232466,0.8279705887328552,0.642374621950174
14170,0.15873235709276387,0.3371001884266092,90.78156312625251,97.79559118236473,97.29458917835672,96.29258517034067,0.6852030372260114,0.34564158932419176
14245,-0.10590292934494938,0.5074439198056191,78.65731462925852,94.58917835671343,97.69539078156312,98.19639278557113,0.6590224557213946,0.40961243897753796
14274,-0.06133824928118772,0.1731082846094219,53.30661322645291,66.53306613226452,87.77555110220442,73.34669338677355,0.986378819722834,0.6230891974997066
14728,-0.012776246373063283,0.08281351643792365,58.817635270541075,78.2565130260521,15.130260521042082,91.48296593186373,0.9973804467897953,0.738938463772653
15068,0.08365304600445855,0.48589357656835985,88.77755511022045,95.89178356713427,98.09619238476954,97.1943887775551,0.5373075313501874,0.2857090594104234
15181,-0.008772957800502978,0.11577802418804525,91.78356713426854,95.29058116232466,99.59919839679358,100.0,0.7518905343310278,0.6238125561366731
15182,0.34340419646825643,0.22921817781549048,83.76753507014028,84.16833667334669,88.07615230460922,88.37675350701403,0.7564842140361765,0.44525058907852627
15191,0.05105827711745649,0.1127827370324961,75.75150300601203,77.25450901803607,89.27855711422845,83.26653306613227,0.9068124872046404,0.5706260757522611
15274,0.07605699310026241,0.29365375204559097,98.39679358717434,90.9819639278557,77.75551102204409,71.14228456913827,0.891365436416977,0.48615368346022464
15386,0.11252306691211522,0.10842493349748526,76.95390781563125,74.14829659318637,77.75551102204409,75.85170340681363,0.9165776784029165,0.5372042932231175
15438,0.11440611309405495,0.3988725440558834,83.96793587174349,99.09819639278557,55.21042084168337,69.13827655310621,0.8577058564100348,0.31803100411115365
15516,-0.10634773438364131,0.36098696095719623,42.78557114228457,99.59919839679358,99.6993987975952,71.6432865731463,0.7357759207859313,0.4170189490505544
15631,0.0633117097794576,0.27033593739521444,65.23046092184369,94.68937875751503,94.88977955911824,87.5751503006012,0.859672973507801,0.5917329733376402
15632,0.018894679634948522,0.23710329815508352,57.31462925851703,83.36673346693388,58.016032064128254,78.0561122244489,0.9170759562189617,0.5788224957865289
15865,-0.07189782721493021,0.1856841955750927,52.10420841683367,61.02204408817635,49.69939879759519,74.44889779559118,0.9740724395512568,0.7495561951951525
15898,0.002554915573810759,0.15407104568469854,72.4448897795591,90.58116232464928,98.49699398797594,99.29859719438878,0.761366081205064,0.5437954759897998
15953,0.008812434687963423,0.059574415073838434,100.0,96.79358717434869,95.89178356713427,90.1803607214429,0.8245943259256237,0.5307215750218885
15985,0.29091216369102335,0.839014430192838,97.29458917835672,99.09819639278558,98.39679358717434,99.49899799599199,0.3387384064014837,0.22889705006821626
16251,0.016157255928617865,0.5618551707288428,42.28456913827655,97.0941883767535,99.39879759519039,98.19639278557113,0.4088022449621882,0.37316859399207414
16424,0.03855806450359517,0.22179254212264207,78.65731462925851,61.22244488977956,75.65130260521042,50.20040080160321,0.962346703391344,0.5801522960622948
16525,0.04786131124308702,0.25959778637787434,71.7434869739479,80.06012024048096,99.19839679358716,93.58717434869739,0.5913791125705816,0.29158201725844496
