image_id,candidate,PixCorr,SSIM,AlexNet2,AlexNet5,Inception,CLIP_identification,EfficientNet,SwAV
95,0,0.15529731418562231,0.6764734266544729,97.1943887775551,98.19639278557113,92.98597194388778,96.79358717434869,0.549867372920238,0.3260782529884193
95,1,-0.08781151947361754,0.5879151447723893,80.16032064128257,93.78757515030061,96.59318637274549,86.97394789579158,0.6334326665273069,0.3436260627000107
204,0,-0.04604713408715377,0.12441251264079366,94.78957915831663,97.1943887775551,98.99799599198397,94.38877755511022,0.79925255145822,0.34680583284831024
204,1,0.031560446969680515,0.19920744741141033,91.38276553106212,98.19639278557113,99.59919839679358,59.719438877755515,0.976880662216253,0.4695582966353039
318,0,-0.050815206913838944,0.37799181202963583,35.47094188376754,88.77755511022045,10.62124248496994,99.19839679358718,0.9457102259253306,0.5830037394561551
318,1,0.11329945238345368,0.37207120141253197,89.97995991983969,86.17234468937876,44.08817635270541,88.97795591182364,0.9491660192176712,0.6031464184410384
356,0,-0.07644954260761969,0.27123382846325095,73.54709418837675,94.78957915831663,64.92985971943888,93.5871743486974,1.0038996721270657,0.5893180166251556
356,1,0.12299034185970475,0.27718730280265164,89.57915831663327,97.1943887775551,98.59719438877755,97.99599198396794,0.9469593373454931,0.5488002679724701
425,0,-0.20340727808332443,0.17273687949607588,97.99599198396794,99.79959919839679,60.92184368737475,96.59318637274549,0.7931334379066926,0.6559054174105825
425,1,0.17216975591385186,0.19081484470332205,93.3867735470942,100.0,100.0,93.3867735470942,0.7684237707557708,0.6467570797483995
458,0,-0.12259152239226574,0.27809663468935997,51.903807615230455,96.39278557114228,82.36472945891784,62.124248496993985,0.8508033627886711,0.37607799094836825
458,1,-0.13012570422614841,0.2436292462267133,81.1623246492986,90.38076152304609,92.58517034068137,31.663326653306612,0.8707328771846244,0.3920040229463978
637,0,0.21311693528349634,0.4047065471523683,96.79358717434869,79.35871743486975,74.74949899799599,87.17434869739479,0.9528836752171206,0.5591901677619022
637,1,0.09695118572700454,0.3257607485579173,83.76753507014027,82.56513026052104,99.19839679358718,95.59118236472945,0.9386558083509301,0.519320622015496
709,0,-0.027442438968007975,0.23142401236059668,17.43486973947896,96.39278557114228,97.99599198396794,98.39679358717434,0.45720341864902736,0.5678764612180388
709,1,0.020187887897561832,0.2854356374930903,24.849699398797593,82.16432865731463,98.79759519038076,98.59719438877755,0.47558920973556607,0.546410721895014
868,0,-0.08333822980846718,0.07160556751520702,43.08617234468938,52.104208416833664,90.5811623246493,59.919839679358724,0.9701856587840371,0.6560398763704837
868,1,0.052109681964539786,0.0594392733013083,78.95791583166333,25.851703406813627,34.06813627254509,66.73346693386773,1.016453389888338,0.6015985826407493
1015,0,-0.24324315878041883,0.6277449944139003,86.17234468937876,91.38276553106212,99.39879759519037,100.0,0.4440915924811769,0.4107668428392204
1015,1,-0.38554321926425855,0.5648536513682213,88.17635270541082,93.78757515030061,98.19639278557113,97.79559118236473,0.47507392189041375,0.40587818221889527
1288,0,0.6290513457924117,0.4298768467669331,87.17434869739479,99.59919839679358,96.9939879759519,98.79759519038076,0.5988535107379003,0.23188103609184518
1288,1,0.6223654269051315,0.44104431543115613,90.98196392785572,97.79559118236473,94.78957915831663,99.79959919839679,0.6326795043922198,0.2868639931344231
1589,0,0.017948570340222875,0.34010519537046235,48.897795591182366,61.923847695390776,72.94589178356713,11.22244488977956,0.906659971859624,0.5431520997403418
1589,1,-0.1949723683854745,0.2132177070821548,30.861723446893784,70.54108216432866,96.59318637274549,97.99599198396794,0.7319235102901758,0.4137448316732323
1744,0,0.5943988942085079,0.3872653898668311,81.96392785571143,92.38476953907816,89.17835671342685,95.39078156312625,0.8208408695973503,0.4094624724512823
1744,1,0.6889584349217543,0.4161819034718424,95.59118236472945,98.39679358717434,39.078156312625254,58.717434869739485,0.8076258564163918,0.34910805087268415
1818,0,-0.07983005423959708,0.09290236494785885,76.15230460921843,73.94789579158316,99.19839679358718,75.1503006012024,0.9442920218638114,0.6045168849931585
1818,1,-0.25060844043144553,0.07085708581549556,33.66733466933868,61.923847695390776,95.39078156312625,98.39679358717434,0.9011246556287617,0.7030734089897404
2070,0,0.18701113989009951,0.26476094997975747,53.90781563126252,95.99198396793587,97.59519038076152,97.1943887775551,0.4776560934965056,0.4004349674328139
2070,1,0.10209344502882367,0.25559562690863985,79.55911823647295,70.54108216432866,97.39478957915831,98.79759519038076,0.631663133258884,0.5008025118836243
2125,0,0.17733026669832205,0.27948540198953253,95.19038076152304,97.79559118236473,67.53507014028057,94.18837675350701,0.9884379362666299,0.43959075971423534
2125,1,-0.06896806323332773,0.3944421274797129,43.8877755511022,94.98997995991984,59.118236472945895,75.75150300601202,0.9560477704329966,0.5358153086144842
2327,0,0.41897339909507597,0.424624798512096,86.37274549098196,87.374749498998,84.96993987975952,87.17434869739479,0.8381780937266934,0.482265353740853
2327,1,0.057573106568683065,0.3823997047719319,32.06412825651302,77.9559118236473,80.7615230460922,83.76753507014027,0.8710071973679941,0.5530087882721296
2737,0,-0.039103941477448424,0.14458052752247616,29.659318637274552,40.6813627254509,88.17635270541082,92.38476953907816,0.9926086391016227,0.6306857274195365
2737,1,0.09064441242499206,0.13223142512096445,89.97995991983969,98.99799599198397,99.19839679358718,97.59519038076152,0.5873336296314704,0.3255406976338884
2795,0,-0.031138893170543257,0.22282249363719317,94.18837675350701,84.3687374749499,52.30460921843687,87.17434869739479,0.8830462953448701,0.5737215457056726
