image_id,candidate,PixCorr,SSIM,AlexNet2,AlexNet5,Inception,CLIP_identification,EfficientNet,SwAV
95,0,-0.017561289561106114,0.6755754266822088,75.95190380761522,94.58917835671342,94.58917835671342,90.38076152304609,0.5749550380537292,0.412676486900027
95,1,-0.2157903151736337,0.6833893803292542,93.3867735470942,99.79959919839679,94.98997995991984,97.1943887775551,0.5858452336377202,0.2720729006882586
204,0,0.38003661343051065,0.25498360991273067,78.95791583166333,28.256513026052104,73.54709418837675,31.462925851703403,0.994098388240825,0.5382354925713084
204,1,0.2542910389672618,0.20362407981651198,84.3687374749499,95.39078156312625,55.51102204408818,35.47094188376754,1.002652472815931,0.5698608888658327
318,0,-0.07641677564799856,0.4674968009101009,19.03807615230461,89.57915831663327,31.462925851703403,97.39478957915831,0.9939493122420893,0.5739510063829857
318,1,0.14883860578749528,0.4466495936579398,86.97394789579158,70.94188376753507,48.897795591182366,96.9939879759519,0.9254012657014495,0.5589959880034261
356,0,-0.054830873329706084,0.31570862071048567,93.18637274549098,99.39879759519037,53.3066132264529,91.18236472945893,1.0105710772913188,0.6042678394047694
356,1,0.07750665611337076,0.345394820801687,65.53106212424849,96.79358717434869,44.48897795591182,90.98196392785572,1.0046876174316755,0.6633368351809913
425,0,-0.16167168353509964,0.1817941559348173,88.17635270541082,97.1943887775551,98.99799599198397,95.79158316633266,0.8787818480054097,0.65908805855723
425,1,-0.052820571118010036,0.1944455391278795,59.719438877755515,98.59719438877755,32.66533066132264,92.98597194388778,0.955170450199962,0.6863690029267652
458,0,-0.05910986297969769,0.2575596902708485,47.29458917835671,87.17434869739479,95.59118236472945,63.727454909819635,0.8498303601718371,0.4173308030827738
458,1,-0.11712814768093538,0.24026350909915206,72.94589178356713,98.79759519038076,97.99599198396794,38.476953907815634,0.8386768130406128,0.39988293303268874
637,0,0.12508690492738647,0.3843027064664132,98.59719438877755,90.5811623246493,40.08016032064128,2.80561122244489,0.945819569230356,0.617329117530315
637,1,0.35778743632906246,0.43421746159961894,95.79158316633266,99.39879759519037,31.262525050100198,78.15631262525051,0.927955868369118,0.530454374703492
709,0,-0.022938493861355876,0.25305190244379383,30.66132264529058,99.79959919839679,99.79959919839679,96.9939879759519,0.43424891709884506,0.5008031576977413
709,1,0.024804250508242455,0.33242508337047433,14.629258517034069,47.49498997995992,93.3867735470942,96.39278557114228,0.745132731955547,0.692438296356451
868,0,-0.07168113358342568,0.0805396402584507,57.11422845691383,64.92985971943888,91.38276553106212,45.69138276553106,1.0292367290950732,0.6720439625093837
868,1,0.0750604403360837,0.07258680035886408,93.3867735470942,58.517034068136276,95.59118236472945,29.458917835671343,0.9594142006357932,0.5494255608824672
