label,image_id,PixCorr,SSIM,AlexNet2,AlexNet5,Inception,CLIP_identification,EfficientNet,SwAV
T1-53125,4967,-0.042424298437251595,0.33878336854627733,96.09218436873746,98.89779559118236,97.99599198396794,94.68937875751503,0.8067226754545993,0.4366834922736945
T1-53125,5340,-0.25156310447429525,0.11973806772544218,72.54509018036072,32.765531062124246,52.605210420841686,68.13627254509018,0.9135271849490538,0.7096737213946736
T1-53125,5582,0.0805099991688068,0.6978839118135433,36.77354709418837,89.67935871743487,92.98597194388778,98.59719438877755,0.4876008711139764,0.3688707585421034
T1-53125,5656,-0.15139772833735723,0.1724396644773605,45.09018036072144,77.55511022044088,35.671342685370746,89.87975951903809,0.9952846330329668,0.5805162134440396
T1-53125,5683,-0.19600904187591348,0.5389167255161704,42.48496993987976,48.99799599198397,7.314629258517034,92.08416833667334,0.9452597194086518,0.6538511604795763
T1-53125,5790,-0.1461968722291231,0.2005580699022218,43.58717434869739,53.2064128256513,65.23046092184369,64.02805611222445,0.9970871210004243,0.7166193820207754
T1-53125,5929,-0.12530395763641394,0.38233090457608354,85.57114228456913,84.76953907815631,75.95190380761522,53.70741482965932,0.8671774566594599,0.46372038137995003
T1-53125,6315,0.3154362711897427,0.41716685311500384,90.4809619238477,96.09218436873746,93.88777555110221,97.39478957915831,0.9257026522912422,0.5399868601721762
T1-53125,6360,0.007188449358977984,0.1650292520338951,71.24248496993988,96.19238476953907,55.71142284569139,71.04208416833667,0.9663808702475157,0.48500559968546475
T1-53125,6454,-0.02543481821778095,0.19871759154169297,46.19238476953908,34.66933867735471,85.77154308617233,69.33867735470942,0.9277917484667947,0.5963004852516602
T1-53125,6603,0.09561397065395673,0.19043936513386645,81.062124248497,55.811623246492985,33.46693386773547,95.79158316633266,1.0347290870198984,0.6945244561342563
T1-53125,6750,0.018613434189463953,0.5079832163021296,99.19839679358716,98.69739478957916,90.78156312625251,92.98597194388776,0.7742967506627692,0.6046686626085584
T1-53125,6759,-0.06599589459452705,0.4379811726322327,98.19639278557113,97.89579158316633,96.29258517034069,99.19839679358716,0.6982915015486633,0.3245430953047221
T1-53125,6770,0.12030638253224771,0.27030586714454896,58.31663326653307,82.86573146292585,97.1943887775551,96.19238476953907,0.6140036529572743,0.5319794000033049
T1-53125,6991,-0.08471097292788926,0.14505663353550455,52.30460921843688,68.13627254509018,95.69138276553107,94.38877755511021,0.6898654271254996,0.4448464098217288
T1-53125,7306,0.06842408948329984,0.33051503613592553,90.88176352705412,95.89178356713427,98.59719438877755,91.88376753507015,0.7498934009808271,0.42368817690430993
T1-53125,7355,-0.18522191878020416,0.128205538876455,44.28857715430862,41.583166332665336,40.98196392785571,46.09218436873748,0.9983745279824314,0.6367115871562907
T1-53125,7899,0.0340857459342806,0.26119286724517515,57.61523046092184,72.0440881763527,55.91182364729459,27.855711422845694,0.9085778032091019,0.5054049679149833
T1-53125,8061,0.14051207288028536,0.1317233026773406,99.59919839679358,99.89979959919839,99.29859719438878,99.79959919839679,0.6552899768333813,0.2941854068699473
T1-53125,8215,0.0627674448646382,0.2338865048570461,66.53306613226454,67.83567134268536,92.78557114228457,47.19438877755511,0.9256791598537262,0.6083154516468908
T1-53125,8234,-0.06191764468479593,0.34978749316741875,52.60521042084168,85.87174348697394,95.19038076152304,59.91983967935872,0.8983236602327814,0.5598585636915239
T1-53125,8238,0.3319594288483937,0.41737093653281987,90.28056112224448,84.06813627254509,71.14228456913827,51.10220440881763,0.9436420269182557,0.6084968682289875
T1-53125,8275,0.07240400019642525,0.4128281503552653,48.99799599198397,40.480961923847694,23.547094188376754,79.25851703406815,0.8972753587852285,0.6282698066520573
T1-53125,8367,0.2018275316935197,0.4355100902731022,84.76953907815631,92.68537074148296,86.57314629258516,96.79358717434869,0.9122415099848113,0.41706659907904414
T1-53125,8828,-0.04912892428075731,0.30975270770399316,42.18436873747495,56.71342685370742,51.30260521042084,93.88777555110221,0.9596478627588187,0.5723557750525607
T1-53125,8862,-0.02384706737929736,0.39957767290337365,55.71142284569139,81.36272545090179,36.172344689378754,27.855711422845687,1.0728404276491674,0.7067041124790174
T1-53125,8926,0.16240948524718057,0.18018565302607192,85.97194388777555,78.15631262525051,69.13827655310621,37.675350701402806,0.9093097588971865,0.6424378165402528
T1-53125,9188,0.06214602982926051,0.426257824731599,53.1062124248497,94.58917835671343,96.49298597194388,97.89579158316633,0.782910805613485,0.3857268328002304
T1-53125,9298,0.1412362401013993,0.25212626273199445,92.68537074148296,95.59118236472946,47.59519038076152,98.99799599198397,0.8584518185674628,0.45842577466719686
T1-53125,9376,0.12239854307042303,0.6342866745691131,92.78557114228457,98.79759519038076,98.19639278557113,96.9939879759519,0.4419563527885366,0.22970956236622492
T1-53125,9712,-0.22410026116649923,0.17237574117337745,38.77755511022044,54.709418837675344,53.607214428857716,48.69739478957916,0.9876744722296626,0.6613978200935966
T1-53125,9877,0.01725133063857042,0.40155449865178594,92.48496993987976,99.89979959919839,57.81563126252505,99.09819639278558,0.8091175560152879,0.4558029399676502
