image_id,PixCorr,SSIM,AlexNet2,AlexNet5,Inception,CLIP_identification,EfficientNet,SwAV
95,-0.05875619069990652,0.6280491073058652,81.06212424849699,97.79559118236473,96.8937875751503,94.78957915831663,0.5086742027576436,0.29988938925869507
204,0.14059366855463368,0.18227421148176468,56.91382765531063,94.38877755511022,85.07014028056113,92.28456913827655,0.9705745254266129,0.5238837342601048
318,0.08200816253688781,0.38308429300415126,50.501002004008015,76.85370741482966,43.687374749499,70.04008016032064,0.970361209205069,0.5524493544148303
356,-0.016820566425001782,0.31345485792055916,65.33066132264528,70.64128256513025,84.3687374749499,94.68937875751503,0.9835052529648532,0.6058254411588107
425,-0.03966591520093714,0.1934852405833162,80.86172344689379,97.99599198396794,99.6993987975952,99.39879759519039,0.7696583960566432,0.5843694329860194
458,-0.09419585594479672,0.20529430372673538,79.45891783567134,84.96993987975952,98.19639278557113,87.47494989979961,0.7704111138119378,0.4117293562945384
637,0.14716355834393513,0.38150386840723727,64.52905811623246,71.14228456913828,66.73346693386773,97.39478957915831,0.93234933696808,0.5231955699936325
709,0.04366066926269132,0.3212099878274024,50.0,94.88977955911824,99.39879759519037,99.49899799599199,0.4276081818116565,0.5519025090030374
868,-0.001980650693230698,0.06481130286445125,78.15631262525051,60.02004008016032,63.22645290581163,42.08416833667334,0.9815928271119154,0.5996526317003401
1015,-0.15290506491695074,0.5828030103922235,94.78957915831663,96.09218436873748,99.6993987975952,95.19038076152304,0.4481990030480856,0.46195052453937724
1288,0.5075440548634162,0.4102854031090186,90.08016032064128,93.9879759519038,82.86573146292585,94.98997995991985,0.9366930133704261,0.37475977621826606
1589,-0.07562324168830642,0.2553212170491961,76.05210420841684,70.84168336673346,98.19639278557113,78.0561122244489,0.7035713081711948,0.3626976794659282
1744,0.6738655705915735,0.40351692418053653,94.88977955911824,79.75951903807615,63.02605210420842,59.91983967935872,0.8680462839900669,0.3949865274554948
1818,-0.14089423719798363,0.08740608665906141,86.17234468937875,96.69338677354709,68.23647294589179,63.82765531062124,0.9657198640353533,0.6571530268013868
2070,0.07140764286644294,0.25228291741460945,36.07214428857716,64.52905811623246,93.2865731462926,64.72945891783567,0.6997511459258252,0.5218104333433033
